ASM,Contrast,Entropy,Homogeneity,Correlation,Class
0.74888664,23.51557131,6.194422607,1.383945468,1.03E-05,chinese redbud
0.615167384,21.30192869,6.464187933,1.347757584,1.06E-05,chinese redbud
0.566380547,28.27237073,6.908112745,1.299356177,1.04E-05,chinese redbud
1.853542882,11.39086113,2.572858355,1.74636601,8.89E-06,true indigo
2.539252952,10.58226647,1.916702306,1.759760299,8.67E-06,true indigo
2.149243084,13.29316305,2.44432071,1.736758619,8.90E-06,true indigo
2.611930959,10.73972477,1.708839568,1.779099217,8.66E-06,true indigo
2.08333165,10.79059633,2.13744678,1.7798906,8.78E-06,true indigo
2.256284462,11.72095288,1.886952368,1.792920404,8.68E-06,true indigo
2.054888974,9.729359883,1.734280439,1.826641242,8.61E-06,true indigo
2.485910039,8.223636364,2.022634724,1.764220014,8.61E-06,true indigo
2.145659611,7.415225188,1.766947702,1.818098197,8.62E-06,true indigo
1.811435269,8.739641368,2.594852154,1.755873945,8.95E-06,true indigo
1.823468018,8.274722686,2.213093155,1.79503686,8.81E-06,true indigo
1.883612014,7.567739783,1.960481419,1.818340404,8.72E-06,true indigo
1.638761315,8.269981234,2.546485592,1.764694029,8.94E-06,true indigo
1.516091863,7.87219141,2.635132408,1.758505491,9.01E-06,true indigo
1.260720299,8.713715596,3.315782324,1.697498625,9.46E-06,true indigo
2.133846705,8.033978315,2.686061806,1.691552465,8.87E-06,true indigo
1.169349493,9.542162219,3.649589795,1.667099856,9.51E-06,true indigo
1.359874462,8.79926814,2.857368065,1.749603511,9.32E-06,true indigo
1.163600852,9.447406172,3.572845469,1.67517377,9.51E-06,true indigo
1.256068931,8.560946622,3.21402995,1.712359022,9.34E-06,true indigo
1.17356927,8.445414929,3.430848244,1.688292837,9.58E-06,true indigo
1.349884583,8.865020851,3.322007883,1.6966219,9.23E-06,true indigo
1.260718924,9.489510008,3.457684849,1.68062863,9.28E-06,true indigo
1.265388604,8.61661593,3.17919044,1.714126825,9.48E-06,true indigo
1.273788654,8.540239783,3.195266528,1.720034482,9.39E-06,true indigo
1.462840919,8.478565471,2.870579035,1.739302768,9.11E-06,true indigo
1.229886559,8.987070475,3.44922576,1.694877934,9.42E-06,true indigo
1.86764681,10.88036697,2.592076491,1.752076414,8.94E-06,true indigo
2.084269161,8.027174729,2.208321251,1.780688148,8.75E-06,true indigo
2.028802588,7.864015847,2.266971842,1.773433839,8.84E-06,true indigo
1.101240662,18.3706568,4.434409456,1.592917849,9.30E-06,japanese maple
1.095112342,16.29638657,4.507055219,1.580209501,9.31E-06,japanese maple
0.949512175,24.77340909,5.199392883,1.510358547,9.37E-06,japanese maple
1.163245067,19.72674312,4.141659843,1.627549991,9.34E-06,japanese maple
1.119070344,17.91925146,4.357046305,1.601915753,9.55E-06,japanese maple
1.120087684,14.09503128,4.125978154,1.623401492,9.39E-06,japanese maple
1.122941979,15.322304,4.37566369,1.604042731,9.38E-06,japanese maple
1.14872064,16.06312135,4.152886516,1.61867025,9.56E-06,japanese maple
1.119599765,13.92379691,4.095147033,1.627996057,9.48E-06,japanese maple
1.159423222,16.36392619,4.19228837,1.620161007,9.41E-06,japanese maple
1.140815036,15.07704754,4.248425331,1.62816131,9.42E-06,japanese maple
1.418683548,15.72791701,3.824352347,1.655307425,9.54E-06,japanese maple
1.153658927,9.743990826,3.849638418,1.659070414,9.27E-06,japanese maple
1.302806825,10.84270851,3.762254253,1.668675031,9.48E-06,japanese maple
1.333875638,10.1733653,3.601833733,1.691799701,9.29E-06,japanese maple
1.227388567,9.481934946,3.694099452,1.682467314,9.24E-06,japanese maple
1.241992912,9.596265638,3.620913551,1.696234847,9.05E-06,japanese maple
1.234761675,7.166071726,3.300284204,1.7331876,9.21E-06,japanese maple
1.159051019,10.87916806,3.773637343,1.668464923,9.21E-06,japanese maple
1.633819303,9.600683903,3.131518061,1.715200723,9.43E-06,japanese maple
1.296744615,12.37126355,3.418274032,1.700662666,8.97E-06,japanese maple
1.27520702,11.50082777,3.38299183,1.707299922,9.03E-06,japanese maple
1.221326495,12.60630108,3.794314223,1.664204656,9.44E-06,japanese maple
1.164541975,12.24688073,4.125525263,1.626296782,9.22E-06,japanese maple
1.114113773,13.16302127,4.123229603,1.624550771,9.26E-06,japanese maple
1.168068295,14.44629066,4.081937452,1.620786948,9.37E-06,japanese maple
1.114996475,11.75809425,4.173972726,1.63000857,9.21E-06,japanese maple
1.407770053,10.86023978,3.790360202,1.63752756,9.39E-06,japanese maple
1.125357226,11.08695788,3.876294914,1.64654058,9.14E-06,japanese maple
1.126528463,12.29934112,4.06490234,1.635081305,9.37E-06,japanese maple
1.321889529,11.83231026,3.555832333,1.682527426,9.00E-06,nanmu
1.219408718,10.34961426,3.424517517,1.703045869,9.28E-06,nanmu
1.311592976,9.388279817,3.415662016,1.703806089,9.03E-06,nanmu
1.247066726,11.20782736,3.742570549,1.683565715,9.16E-06,nanmu
1.112487648,12.96726439,4.146524696,1.632352564,9.30E-06,nanmu
1.090392044,13.13566097,4.436958176,1.608826858,9.13E-06,nanmu
1.391397704,9.182942035,3.015405496,1.738254145,8.90E-06,nanmu
1.054538346,12.17013553,4.466465375,1.57666818,9.64E-06,nanmu
1.066388361,12.9895246,4.209773728,1.609600382,9.40E-06,nanmu
1.062579983,15.25928691,4.1704191,1.601181398,9.46E-06,nanmu
1.160436205,8.607118432,3.79000792,1.68049615,9.10E-06,nanmu
1.152689417,17.69390742,4.520308466,1.584317914,9.51E-06,nanmu
1.315453127,9.132189324,3.557133092,1.691526052,8.93E-06,nanmu
1.174619217,9.519726856,3.790375946,1.673895341,9.08E-06,nanmu
0.968417238,16.1933945,4.805205697,1.539757164,9.69E-06,nanmu
1.027065979,14.69846122,4.332190151,1.593586524,9.35E-06,nanmu
0.984377091,13.5763553,4.804558317,1.553696402,9.62E-06,nanmu
1.042177784,15.21474562,4.417120454,1.588166528,9.43E-06,nanmu
1.105496571,12.06300042,4.133326438,1.631334153,9.26E-06,nanmu
1.054512367,15.25394287,4.795047029,1.550362572,9.69E-06,nanmu
1.136120668,13.15841222,4.683126423,1.551065925,9.68E-06,nanmu
0.932355689,13.7491201,5.07657131,1.536169503,9.41E-06,nanmu
1.184250694,16.19416806,4.32450263,1.579554276,9.74E-06,nanmu
1.08868186,14.07384904,4.283553305,1.596733301,9.59E-06,nanmu
1.185868688,12.90296497,4.407488298,1.578340708,9.63E-06,nanmu
1.153153693,13.01669516,3.956541039,1.637320584,9.39E-06,nanmu
1.154184427,13.32942452,4.612156823,1.558388396,9.59E-06,nanmu
1.255757494,14.00545663,4.642555187,1.538616142,1.00E-05,nanmu
1.163435114,14.6094829,5.02625893,1.513769972,1.00E-05,nanmu
1.252693166,15.38528565,3.925172391,1.636861143,9.44E-06,nanmu
0.78571346,9.632166389,5.316104493,1.512787893,1.00E-05,castor aralia
0.716722405,15.46265638,5.866857698,1.429984156,9.80E-06,castor aralia
0.931287803,10.97928691,4.84084397,1.549348348,9.52E-06,castor aralia
0.935594917,11.04691827,5.499050213,1.484200133,9.71E-06,castor aralia
0.908051403,11.81912844,4.92149231,1.52474924,9.51E-06,castor aralia
0.843134251,11.56485196,5.293894186,1.508710407,9.48E-06,castor aralia
0.790298813,18.22544204,5.632899448,1.462709495,9.73E-06,castor aralia
0.91884418,10.67714762,4.861694392,1.549206969,9.55E-06,castor aralia
0.926043437,13.20855505,4.994370039,1.5402488,9.51E-06,castor aralia
0.914834473,10.87572977,4.899640144,1.553217899,9.53E-06,castor aralia
0.869502137,9.431075897,4.917245778,1.557648983,9.50E-06,castor aralia
1.001818735,9.34265638,4.238221319,1.61238955,9.50E-06,castor aralia
1.032443609,10.80939116,4.504509101,1.592253927,9.34E-06,castor aralia
0.974993558,11.32185154,4.57868708,1.579107164,9.45E-06,castor aralia
0.853710964,13.67604879,5.106613262,1.51599461,9.58E-06,castor aralia
0.759262929,12.7972352,5.342779624,1.478518146,9.43E-06,castor aralia
0.798168142,11.76617807,5.650381831,1.475021522,9.56E-06,castor aralia
0.801776487,9.82809633,5.410804828,1.499456263,9.84E-06,castor aralia
0.819137391,12.76016889,5.409410041,1.493597249,9.81E-06,castor aralia
0.864962408,10.71410759,4.98659785,1.541070179,9.53E-06,castor aralia
0.783198454,18.21200167,5.725813726,1.458154863,9.73E-06,castor aralia
0.788826821,19.68847164,6.149615762,1.397522929,9.87E-06,castor aralia
0.71800667,15.72167431,5.9218308,1.435970699,9.78E-06,castor aralia
0.747469014,15.84150334,5.848436159,1.44293952,9.88E-06,castor aralia
0.805654924,16.40872185,5.663752668,1.459259352,9.85E-06,castor aralia
0.919406114,10.74330067,4.798656052,1.559210564,9.43E-06,castor aralia
0.816317365,19.29801084,5.609981073,1.453578715,9.80E-06,castor aralia
0.868488026,13.36935154,5.35720225,1.487977062,9.86E-06,castor aralia
0.797437289,21.97767306,6.20943975,1.373389148,1.02E-05,castor aralia
0.595124662,16.77169516,6.631454012,1.338577589,9.96E-06,castor aralia
1.755229914,6.764574646,2.862883986,1.725128924,8.64E-06,goldenrain tree
1.159870499,13.16253336,4.610504734,1.560010437,9.04E-06,goldenrain tree
0.948120591,9.788994996,4.91621063,1.535175858,8.99E-06,goldenrain tree
1.44285225,7.613344454,3.820724356,1.640291324,8.73E-06,goldenrain tree
1.022654851,5.678029608,4.412144087,1.612059934,8.84E-06,goldenrain tree
1.122320711,7.096824437,4.323427084,1.618646255,8.82E-06,goldenrain tree
1.089279633,5.016868224,3.931018855,1.680432015,8.87E-06,goldenrain tree
1.248361483,4.318492494,3.052481889,1.760010602,8.80E-06,goldenrain tree
1.131869255,5.425243953,3.493069018,1.713901684,8.96E-06,goldenrain tree
1.729401544,4.920767306,2.885080927,1.737654137,8.48E-06,goldenrain tree
1.644421803,5.940254379,3.257017558,1.703325441,8.61E-06,goldenrain tree
2.115657706,4.917108007,2.334984795,1.764230176,8.39E-06,goldenrain tree
1.309875195,7.942293578,4.045878967,1.632263679,8.79E-06,goldenrain tree
1.039475699,13.70079024,4.841403688,1.540845074,8.92E-06,goldenrain tree
1.328406057,6.660052127,3.800646854,1.657069624,8.57E-06,goldenrain tree
1.51047436,10.9223186,3.781461392,1.631596767,8.66E-06,goldenrain tree
1.96715,4.965170976,2.537018169,1.75605803,8.36E-06,goldenrain tree
1.574150687,6.892331109,3.367788607,1.690998547,8.59E-06,goldenrain tree
1.839776987,5.79057548,2.827178973,1.736001402,8.51E-06,goldenrain tree
1.8391805,6.792166389,2.848879331,1.733479485,8.46E-06,goldenrain tree
1.781914638,6.045379483,2.849961515,1.739998635,8.49E-06,goldenrain tree
1.532963922,5.699468307,3.183978657,1.727776439,8.59E-06,goldenrain tree
1.211642368,10.15477273,4.241567712,1.593552533,8.83E-06,goldenrain tree
1.167186236,6.68543578,3.977546077,1.647231912,8.72E-06,goldenrain tree
1.092028663,7.326820267,4.34379269,1.609339634,8.78E-06,goldenrain tree
1.381702659,11.02972894,4.044131229,1.605061273,8.86E-06,goldenrain tree
1.482292316,10.62345705,3.78716866,1.640222998,8.77E-06,goldenrain tree
0.906644798,10.88125313,5.22077442,1.537840422,8.96E-06,goldenrain tree
1.168897842,12.34043578,4.69241571,1.561053154,8.77E-06,goldenrain tree
1.086441282,11.63799208,4.259056232,1.610284916,9.03E-06,goldenrain tree
1.472336041,13.8303357,2.954487236,1.733401789,8.84E-06,chinese cinnamon
1.60303463,7.836367807,3.014897859,1.737061972,8.72E-06,chinese cinnamon
1.180274698,15.71967264,3.810300017,1.648083605,9.18E-06,chinese cinnamon
1.979985011,10.6276543,2.449494074,1.748128689,8.55E-06,chinese cinnamon
2.019987399,12.14933903,2.726779997,1.710026842,8.61E-06,chinese cinnamon
1.14484955,12.11902836,3.861538017,1.642549111,9.20E-06,chinese cinnamon
1.104171756,16.90122185,4.285171605,1.607423805,9.39E-06,chinese cinnamon
1.853643771,9.557258132,3.010380653,1.690993684,8.56E-06,chinese cinnamon
1.831288677,8.301201001,2.435391292,1.77075662,9.31E-06,chinese cinnamon
1.455227159,10.84850709,3.547900713,1.663766864,8.96E-06,chinese cinnamon
1.432777157,16.54854462,3.413319442,1.695101879,9.05E-06,chinese cinnamon
1.212916331,25.37255838,4.041946295,1.636899263,9.15E-06,chinese cinnamon
1.379016169,10.501103,2.914606701,1.757550737,9.00E-06,chinese cinnamon
1.201206035,21.04538157,4.008633744,1.623666814,9.61E-06,chinese cinnamon
1.176247739,21.5941764,4.066056771,1.635047827,9.26E-06,chinese cinnamon
1.271162021,16.89534821,4.104887492,1.617168046,9.63E-06,chinese cinnamon
1.050381679,18.14833403,4.455169437,1.585044622,9.33E-06,chinese cinnamon
0.844685982,18.13832777,5.282614456,1.491778112,9.71E-06,chinese cinnamon
1.116557271,19.68957048,4.403933397,1.576186388,9.27E-06,chinese cinnamon
1.537849071,10.74661593,3.085437435,1.712594489,8.92E-06,chinese cinnamon
1.044655692,15.6917452,4.609166378,1.569008556,9.31E-06,chinese cinnamon
1.005302443,19.4053774,4.623557054,1.571950586,9.52E-06,chinese cinnamon
1.088823292,23.50280859,4.629219783,1.557699296,9.49E-06,chinese cinnamon
1.006088196,26.12912427,5.281897734,1.506835893,9.48E-06,chinese cinnamon
1.037272934,22.68666389,5.029960615,1.528871875,9.45E-06,chinese cinnamon
1.0928408,20.0773749,4.615331654,1.560350667,9.79E-06,chinese cinnamon
1.108952559,15.53689741,4.184235963,1.616642141,9.41E-06,chinese cinnamon
1.0853586,23.6927794,4.334906056,1.599252763,9.50E-06,chinese cinnamon
0.832159758,19.91023144,5.306561096,1.473607204,9.72E-06,chinese cinnamon
0.902694849,15.85913887,4.976125518,1.52690223,9.58E-06,chinese cinnamon
2.614465438,7.276980817,1.397475655,1.828262943,8.26E-06,anhui barberry
1.643860001,5.528871977,3.309317283,1.72405395,9.06E-06,anhui barberry
1.326385232,4.523300667,3.517110922,1.734058534,9.68E-06,anhui barberry
1.415184712,5.43513553,3.042537113,1.747809033,9.47E-06,anhui barberry
1.703956498,4.724153461,2.829337396,1.751946338,8.80E-06,anhui barberry
1.579504086,4.385704754,2.877387375,1.753062972,8.85E-06,anhui barberry
1.393197403,12.6057402,3.066342823,1.754233423,9.54E-06,anhui barberry
1.341050456,8.27706422,2.827108912,1.769812892,9.04E-06,anhui barberry
1.455454336,4.729662219,2.556084093,1.79306869,9.23E-06,anhui barberry
1.36648884,3.028660342,2.501315694,1.808946276,8.99E-06,anhui barberry
1.38426321,7.322725188,2.918387924,1.752162321,9.46E-06,anhui barberry
1.675266217,5.428315263,2.75567228,1.753336356,8.81E-06,anhui barberry
1.216382091,5.095216847,3.21806367,1.739105584,9.20E-06,anhui barberry
1.561521168,10.98863428,3.309240832,1.703169152,9.95E-06,anhui barberry
1.540005623,9.91662427,3.253287024,1.696333461,9.91E-06,anhui barberry
1.292379674,9.13807548,3.346266707,1.716300388,9.37E-06,anhui barberry
1.656505579,5.564833194,2.839715197,1.741903135,8.86E-06,anhui barberry
1.880509354,7.797925354,2.451056483,1.764535031,8.85E-06,anhui barberry
1.786692781,6.930915346,2.5479476,1.772891884,8.59E-06,anhui barberry
2.147733745,7.372525021,2.293749882,1.768813258,8.49E-06,anhui barberry
1.58592264,4.570268974,2.230256074,1.819976409,8.77E-06,anhui barberry
1.580789131,3.435909091,1.980134591,1.851778636,8.61E-06,anhui barberry
1.922507844,3.356123853,1.422771044,1.888814517,8.38E-06,anhui barberry
2.47475946,5.411511676,1.279474461,1.860598556,8.25E-06,anhui barberry
1.589354802,2.827513553,1.746428761,1.875142619,8.70E-06,anhui barberry
1.504954393,4.437506255,2.121700838,1.839731297,8.81E-06,anhui barberry
1.757398191,3.350796497,1.50157617,1.88895622,8.50E-06,anhui barberry
1.934049741,3.217541701,1.487364919,1.878746942,8.39E-06,anhui barberry
2.003958433,3.963294412,1.639613337,1.861490033,8.42E-06,anhui barberry
3.124316712,2.468421601,0.31555819,1.912843957,8.00E-06,anhui barberry
0.724459039,14.38985405,6.183672467,1.439131287,9.51E-06,big fruited holly
1.028593496,17.84858424,5.566932853,1.495889027,9.53E-06,big fruited holly
0.76594415,17.30519183,6.12784601,1.461365014,9.58E-06,big fruited holly
0.803407328,18.10560676,6.298548603,1.421199288,9.62E-06,big fruited holly
0.693980589,15.27409925,6.596437967,1.408260003,9.85E-06,big fruited holly
0.632659679,22.12943703,6.973837549,1.352880111,1.00E-05,big fruited holly
0.859633995,15.72672644,5.667630155,1.47261853,9.54E-06,big fruited holly
0.506016301,17.45804212,7.398691836,1.328715026,1.04E-05,big fruited holly
0.500026675,15.15578607,7.322942684,1.335067218,1.02E-05,big fruited holly
0.581680356,10.06579024,6.678931804,1.397837498,9.71E-06,big fruited holly
0.559948768,21.0071226,7.302675608,1.337431879,1.00E-05,big fruited holly
0.488587407,15.62523561,7.279681715,1.332910038,9.79E-06,big fruited holly
0.407301409,13.29945997,7.664389288,1.326155679,1.03E-05,big fruited holly
0.405597376,16.30335279,7.863187555,1.294722421,1.03E-05,big fruited holly
0.471612233,17.29263136,7.299448019,1.327379929,1.02E-05,big fruited holly
0.456730757,12.32061718,7.540317809,1.404063228,1.11E-05,big fruited holly
0.582491973,13.38883028,7.119657675,1.441729288,1.09E-05,big fruited holly
0.55982025,10.29933069,6.685375122,1.490485711,1.03E-05,big fruited holly
0.510016192,10.13080901,6.936723071,1.456699665,1.06E-05,big fruited holly
0.443616726,10.81461635,7.280676921,1.424274755,1.12E-05,big fruited holly
0.343659186,11.6163553,8.004875281,1.355721591,1.14E-05,big fruited holly
0.373540456,12.98012927,7.792629723,1.366248936,1.12E-05,big fruited holly
0.693147757,14.55666806,6.823894403,1.446278979,1.06E-05,big fruited holly
0.476704456,10.82898457,7.217858718,1.447323648,1.10E-05,big fruited holly
0.516877117,12.86554003,7.262186085,1.427791534,1.13E-05,big fruited holly
0.414691906,12.67812135,7.683477096,1.375074174,1.19E-05,big fruited holly
0.449740188,13.92993328,7.431900669,1.413853224,1.11E-05,big fruited holly
0.909405247,13.13118015,5.414504974,1.508350996,9.47E-06,big fruited holly
0.887752671,17.92751251,5.771217172,1.481935157,9.58E-06,big fruited holly
0.552973012,12.0076251,7.079587784,1.44219088,1.07E-05,big fruited holly
1.578439403,74.46787323,4.749493417,1.555887109,9.19E-06,japanese cheesewood
1.734158923,58.610098,4.187576227,1.605184427,8.90E-06,japanese cheesewood
1.069269678,69.4743995,5.371304934,1.532955115,9.56E-06,japanese cheesewood
1.06009074,96.87949124,5.61309717,1.505002568,9.79E-06,japanese cheesewood
1.356053891,101.457035,5.511628226,1.498108653,9.43E-06,japanese cheesewood
1.140675195,67.64076314,5.014968141,1.560730429,9.78E-06,japanese cheesewood
0.954748511,57.63822769,5.880714568,1.471895684,1.00E-05,japanese cheesewood
0.803632715,96.25716013,6.97419937,1.365749902,1.01E-05,japanese cheesewood
1.078546611,56.80729149,5.461807123,1.511166466,9.45E-06,japanese cheesewood
1.289463676,17.09340075,4.959456102,1.559288862,9.47E-06,japanese cheesewood
0.838400141,63.72924103,6.835315296,1.38976676,9.96E-06,japanese cheesewood
1.044390778,44.97148249,5.19272617,1.534848449,9.66E-06,japanese cheesewood
0.816926187,30.24575063,6.269461223,1.431339521,9.82E-06,japanese cheesewood
1.052475801,39.83593203,5.258406572,1.53389148,9.53E-06,japanese cheesewood
1.091048804,53.30149291,5.510940406,1.504523148,9.48E-06,japanese cheesewood
0.839411413,61.4849437,6.592715996,1.403443269,1.00E-05,japanese cheesewood
0.936699533,97.26919308,6.20879209,1.45094414,9.99E-06,japanese cheesewood
0.89043941,63.23415763,6.248024824,1.44291931,1.00E-05,japanese cheesewood
1.084311601,39.61335071,5.060647377,1.564346076,9.56E-06,japanese cheesewood
1.203978292,32.08606756,4.774016646,1.578485624,9.29E-06,japanese cheesewood
0.950713256,56.35346747,6.331525608,1.407469883,9.67E-06,japanese cheesewood
1.191833551,38.87187865,5.648850021,1.482307775,9.47E-06,japanese cheesewood
1.26195414,35.78462677,5.371145933,1.507575217,9.47E-06,japanese cheesewood
1.251746809,57.44511051,5.617602662,1.479599101,9.45E-06,japanese cheesewood
1.389581208,44.73352794,4.980826139,1.538126473,9.22E-06,japanese cheesewood
1.043671629,42.9779191,6.033341324,1.449351065,1.01E-05,japanese cheesewood
0.951208121,44.24813803,6.371270606,1.408173313,9.83E-06,japanese cheesewood
1.135747876,58.28923061,5.775903506,1.466010905,9.63E-06,japanese cheesewood
1.007753837,60.358603,5.668800903,1.500683163,9.57E-06,japanese cheesewood
1.485044186,53.68219558,4.96980262,1.546675275,9.24E-06,japanese cheesewood
0.836615942,17.52173061,5.540917351,1.463294841,9.38E-06,wintersweet
0.686623376,19.22205379,6.106485918,1.414070413,9.97E-06,wintersweet
0.57692364,19.16226022,6.676658241,1.359628375,1.01E-05,wintersweet
0.599861207,17.36155963,6.512804048,1.363354631,9.89E-06,wintersweet
