Asp Ratio,Form Factor,Narrow Factor,Rect,PRD,PRLW,MeanRed,MeanGreen,MeanBlue,StdDevRed,StdDevGreen,StdDevBlue,SkewRed,SkewGreen,SkewBlue,ASM,Contrast,Entropy,Homogeneity,Correlation,Class
5.782567918,0.02423897,0.9841194,0.484754303,3.898288014,3.270757207,216,235,222,84.10707461,42.91852747,72.47068373,-101.2474734,-52.01429587,-87.86519477,0.013692799,42.60493189,11.4991751,0.594196862,1.62E-05,pubescent bamboo
6.138072635,0.02185503,0.924989754,0.484165752,4.242035767,3.374133863,216,233,220,82.3893197,47.38143096,74.09453421,-97.91395335,-57.01425723,-88.35975318,0.011616021,83.5488963,11.92017553,0.478240455,1.70E-05,pubescent bamboo
8.145934333,0.018442226,0.994082403,0.423466627,3.988328239,3.531230814,218,233,222,82.24962006,48.11444689,72.2564876,-100.223666,-58.82221691,-87.93762798,0.013372387,60.79270551,11.81385546,0.541832227,1.74E-05,pubescent bamboo
5.960491734,0.019755031,0.966731985,0.481357652,4.344902891,3.596899719,221,235,225,79.38513715,46.4542786,70.46275612,-99.0344063,-58.11915654,-88.17981483,0.0143104,68.39599187,11.58596197,0.505369839,1.74E-05,pubescent bamboo
11.10934437,0.0141998,1.005988022,0.421826907,3.853494283,3.556438706,227,239,230,73.85797181,41.79712909,65.87108622,-97.63186191,-55.54931634,-87.29743619,0.010560572,94.90007012,12.21259764,0.485631436,1.75E-05,pubescent bamboo
5.272933631,0.023303704,1.02073948,0.497166768,3.963651059,3.400884944,208,232,216,91.92388155,45.19955752,77.76888838,-104.8081152,-52.18903094,-89.47654994,0.012303007,46.79128463,11.62018876,0.574573547,1.61E-05,pubescent bamboo
5.435031644,0.02563484,1.014633097,0.478755632,3.816081853,3.27022848,208,233,216,91.03845341,42.01190308,74.81978348,-103.1359,-47.94191469,-84.77972957,0.008678185,83.1116064,12.27236563,0.42457107,1.52E-05,pubescent bamboo
6.81091217,0.020386659,1.016262177,0.434582946,4.005735123,3.549698901,211,227,214,86.37129153,56.05354583,80.84553173,-98.60026552,-65.0903674,-92.66608583,0.008915648,63.31172944,12.38960104,0.554274487,1.86E-05,pubescent bamboo
6.974231483,0.020750354,0.99402034,0.4385563,3.993292438,3.471633785,213,228,215,84.78797084,54.65345369,79.906195,-98.16579598,-63.74754059,-92.3974222,0.013230552,64.64132843,11.75223683,0.56192606,1.89E-05,pubescent bamboo
4.957893221,0.028613655,1.259177309,0.457469011,3.117432235,3.266542886,203,224,207,93.47192092,55.83905443,86.29020802,-101.0340701,-61.24838258,-93.5332986,0.009039343,55.27017025,12.20357269,0.535396925,1.85E-05,pubescent bamboo
4.489848411,0.029746442,0.982806681,0.492931496,3.965566767,3.187459623,209,227,214,89.81091248,55.33534133,81.04936767,-102.1007911,-63.63554241,-92.77681867,0.012169294,46.44118554,11.71890491,0.566773343,1.88E-05,pubescent bamboo
3.010700511,0.046102238,1.04122877,0.440844387,3.882544137,3.034658909,193,225,201,97.6012295,47.03190407,84.37416666,-96.09943401,-47.29809032,-83.14659341,0.016773159,24.83467598,10.98503956,0.768558214,1.53E-05,chinese horse chestnut
2.786121278,0.045485581,0.970843439,0.45099856,4.308502388,3.078088015,185,222,194,105.6645636,50.20956084,91.85314366,-100.5635844,-49.10321157,-87.67289895,0.011558974,49.39747279,11.70414588,0.527489489,1.64E-05,chinese horse chestnut
2.843010128,0.041537155,1.062999588,0.468626512,3.998949317,3.144748177,166,214,179,106.7005155,49.72926704,91.77145526,-77.09455972,-38.39409812,-67.98810346,0.015309693,32.93501075,11.07701663,0.625081094,1.52E-05,chinese horse chestnut
2.561902051,0.033179399,1.062532931,0.473131226,4.693007817,3.586527996,165,212,177,103.8508546,50.29910536,90.74690077,-69.44140464,-36.78226146,-62.94157681,0.014137499,38.99330106,11.30948685,0.588660995,1.50E-05,chinese horse chestnut
2.85028183,0.045577956,0.965128533,0.445057351,4.309089648,3.078690057,170,211,179,105,54.4334456,93.63759929,-79.91527489,-42.81459746,-71.73643347,0.012317424,37.83026297,11.46462776,0.607874934,1.61E-05,chinese horse chestnut
2.623264701,0.031119747,1.140691441,0.474263491,4.455360823,3.679536512,160,215,176,107.3312629,45.96737974,89.39239341,-68.77600118,-32.8734054,-58.67774125,0.013680286,40.33107329,11.37828599,0.577937743,1.44E-05,chinese horse chestnut
2.754822747,0.042502402,1.035060693,0.500957722,3.989147351,3.029354619,175,223,187,107.4662738,45.4202598,92.64448176,-91.54091554,-43.50424938,-81.40371532,0.006476201,48.7164703,12.65980118,0.504355621,1.48E-05,chinese horse chestnut
2.810192701,0.038593054,1.059655537,0.476801085,4.14996131,3.243380641,162,216,176,107.0747403,47.04253395,91.82592227,-71.60567613,-37.15107454,-64.1210275,0.01170058,37.8681226,11.62997816,0.570146097,1.46E-05,chinese horse chestnut
2.537205682,0.028854788,1.10886693,0.473430439,4.84401748,3.852835748,160,220,178,109.8407939,41.90465368,88.99438185,-74.29327251,-32.54313798,-61.17774904,0.013269052,37.32410966,11.35836576,0.578839593,1.40E-05,chinese horse chestnut
2.6711253,0.040164098,1.039879587,0.494935046,4.173272098,3.157583238,164,224,181,109.6631205,39.12799509,89.61026727,-80.37908625,-33.5028586,-67.94451934,0.008974201,35.7001176,11.93842085,0.572425148,1.36E-05,chinese horse chestnut
2.837251193,0.039983463,1.104360169,0.456717711,3.978105013,3.248362851,171,212,180,107.2567014,56.60388679,96.24448036,-85.59540437,-48.91070785,-78.00504022,0.011373997,33.67904707,11.71454237,0.596366952,1.67E-05,chinese horse chestnut
2.731109743,0.04451581,1.182935588,0.455511712,3.592215753,3.11046013,179,217,189,104.3312034,53.07541804,91.01648202,-90.66458659,-48.34374198,-80.13622623,0.012033902,41.2901079,11.6070999,0.571678229,1.61E-05,chinese horse chestnut
2.671730159,0.043222734,1.103195692,0.471786615,3.88349027,3.117429314,183,227,195,102.2741414,41.18252056,86.08135687,-92.30080339,-39.7023743,-79.03603547,0.010877252,40.40057541,11.63737604,0.548247527,1.42E-05,chinese horse chestnut
2.696294032,0.039545466,1.009240609,0.459686367,4.475509667,3.29486751,162,213,176,106.8690788,48.31148932,90.58697478,-71.28891073,-33.54734525,-60.7412673,0.02000829,28.15389587,10.69837534,0.669271333,1.48E-05,chinese horse chestnut
2.597586206,0.036052544,1.157176174,0.458511781,4.170348262,3.484420557,153,214,172,107.9305332,44.27188724,88.76373133,-54.45770082,-27.36584801,-49.33684335,0.017080733,27.18780952,10.86075885,0.642668025,1.41E-05,chinese horse chestnut
2.746414707,0.030107141,1.120831621,0.503951168,4.370665622,3.591188677,163,228,183,112.1873433,35.83294573,88.57200461,-84.16586652,-32.38245506,-68.85378265,0.013061512,23.42821262,11.30521293,0.674012397,1.32E-05,chinese horse chestnut
2.608580601,0.044740412,0.960838148,0.480747634,4.393787681,3.051807631,161,209,172,105.2045626,53.06599665,93,-65.47603187,-38.46384417,-59.14224035,0.009580053,48.00960419,11.99994308,0.537871237,1.54E-05,chinese horse chestnut
2.686031159,0.045170294,1.064251756,0.465377365,3.954312743,3.066672749,162,217,178,106.3108649,45.23273151,88.76373133,-69.72902038,-34.75612783,-60.72246942,0.012942434,34.03295682,11.33557475,0.597379298,1.42E-05,chinese horse chestnut
2.782715425,0.042949452,0.980789413,0.468859663,4.307145909,3.107638393,166,215,179,109.3343496,49.88987873,94.16474924,-82.39350814,-40.206639,-73.040323,0.01113702,43.14986865,11.69142547,0.546166369,1.55E-05,chinese horse chestnut
2.732413372,0.039940144,1.115754771,0.504264254,3.820534652,3.120682324,170,226,188,108.7520115,38.05259518,86.72369918,-87.28330598,-33.31831546,-71.80321781,0.01202095,31.64545965,11.46903678,0.608607816,1.36E-05,chinese horse chestnut
2.74619206,0.026727412,0.918689906,0.492856132,5.723043773,3.854223368,162,216,175,105.7497045,47,91.0659102,-68.67755454,-37.26807975,-60.51601243,0.010782408,34.82333333,11.70990167,0.578103351,1.45E-05,chinese horse chestnut
2.903926173,0.033101967,1.159637634,0.45460346,4.125168036,3.558343911,168,219,182,106.8831137,45.37620522,90.81850032,-80.42611175,-37.43936869,-70.79096089,0.011920506,39.48307705,11.48781393,0.576903204,1.46E-05,chinese horse chestnut
2.58382357,0.045197117,1.141865275,0.456902097,3.791287896,3.121173167,173,220,185,108.0971785,47.24404724,92.39588735,-89.62987916,-41.87091889,-77.43271302,0.012173421,41.47101632,11.44115316,0.573467972,1.53E-05,chinese horse chestnut
2.741219193,0.039213008,1.13571514,0.479722581,3.877470883,3.226625568,162,215,176,108.5264945,47.86439178,93.06986623,-74.74526914,-36.9549,-66.80234314,0.009838114,44.59122079,11.89776723,0.53920058,1.49E-05,chinese horse chestnut
2.692208374,0.029849759,1.107308251,0.489319882,4.554180922,3.6770648,170,218,183,109.6813567,48.78524367,93.81897463,-88.81804343,-42.26178143,-77.76330834,0.009949392,54.94505537,12.05959969,0.504342515,1.55E-05,chinese horse chestnut
2.546978482,0.046503456,1.103951093,0.467658188,3.848846954,3.05103506,155,218,173,110.2678557,42.75511665,90.84051959,-65.72390016,-32.9109937,-56.99148329,0.010593301,28.83572624,11.66561516,0.629639312,1.40E-05,chinese horse chestnut
2.601471792,0.043086637,1.090278623,0.475876202,3.971317887,3.127600346,163,218,180,102.2007828,42.83689998,84.29116205,-62.08356751,-31.39758457,-54.38341659,0.020686325,22.73735705,10.55588503,0.691937088,1.36E-05,chinese horse chestnut
2.888753228,0.026708316,1.157343889,0.46445693,4.564428197,3.924179472,168,220,183,108.3789647,44.98888752,90.78546139,-83.56745717,-37.9225106,-72.47055483,0.011477149,42.743236,11.62826944,0.557775682,1.46E-05,chinese horse chestnut
2.914319283,0.042051909,1.127267871,0.441801194,3.812396007,3.199676102,175,217,185,102.6157883,49.75942122,89.84987479,-82.34201784,-42.93934119,-72.9668956,0.013509621,23.58107039,11.12994277,0.715516145,1.51E-05,chinese horse chestnut
3.171538233,0.038493139,1.150312396,0.475845715,3.606820067,3.154379925,193,229,203,98.79777325,43.22036557,84.14273587,-98.34075465,-45.95285024,-85.22023625,0.011079713,26.30159502,11.59291825,0.676581014,1.48E-05,chinese horse chestnut
1.082288109,0.060298046,1.623007655,0.42867222,3.683780105,3.107537185,166,201,171,90.57593499,55.30822724,85.88364221,-34.90586952,-24.8535437,-36.90920029,0.012732357,55.1584443,11.53097632,0.554326618,1.50E-05,chinese redbud
0.989982144,0.058576166,1.758760633,0.401788755,3.724948085,3.259155953,165,201,173,94.17536833,56.9122131,85.74380444,-47.69658144,-30.89419357,-44.21059511,0.012184062,46.91357512,11.67491171,0.563066131,1.52E-05,chinese redbud
0.901374621,0.056345577,1.935737553,0.375939426,3.7386259,3.430805668,167,205,176,93.97340049,53.91660227,84.71717653,-50.65900931,-31.14500228,-47.40349752,0.015313664,34.09255846,11.10067412,0.618532737,1.47E-05,chinese redbud
0.901374621,0.060122898,1.9343809,0.37501504,3.626277597,3.325375368,162,208,173,99.09086739,50.71488933,87.71544904,-52.14444553,-29.6856056,-48.32248138,0.015840743,31.54251876,11.02080803,0.647587084,1.47E-05,chinese redbud
0.983645247,0.056639758,1.778676091,0.427790219,3.641730171,3.212026527,176,207,181,94.19129471,57.68015257,87.94884877,-68.45243292,-43.13138112,-63.93368783,0.010093981,62.47625073,12.0167059,0.510718071,1.57E-05,chinese redbud
1.131678512,0.060413869,1.545991613,0.421211366,3.811649569,3.128394128,167,201,172,91.4056891,56.83308895,86.93100713,-42.67960898,-30.26287501,-44.10203592,0.011989527,53.64749975,11.67109733,0.553268323,1.52E-05,chinese redbud
0.853955834,0.055354903,2.029210743,0.384872204,3.653581694,3.414931539,171,209,178,96.70056877,53.45091206,89.06177631,-65.10429017,-37.55718682,-61.30759264,0.012707469,46.30292252,11.54396211,0.547998383,1.52E-05,chinese redbud
0.899524835,0.062267849,1.958736181,0.373819485,3.528211227,3.27264355,167,208,174,97.05668447,51.74939613,88.97752525,-57.80553181,-31.49332184,-52.76351263,0.018850352,29.0630079,10.69177211,0.646126417,1.49E-05,chinese redbud
0.805500949,0.062036686,1.8808276,0.352907639,4.003715014,3.359545143,158,208,170,92.95160031,45.7165178,81.53526844,35.5013555,-10.5702023,29.00911327,0.016647253,25.24426625,10.83836131,0.69363529,1.36E-05,chinese redbud
0.843870475,0.05387222,2.08051255,0.365179445,3.730406566,3.55199126,168,216,180,101.2126474,46.08687449,87.77812939,-70.95977355,-34.70638733,-63.10547545,0.008714599,69.92684196,12.36090339,0.475964772,1.42E-05,chinese redbud
0.832719646,0.055187024,1.880852623,0.366385914,4.097396153,3.50159165,170,213,181,98.29547294,49.689033,85.68547135,-67.19125571,-36.77930468,-59.37026555,0.011822471,60.22884262,11.82137802,0.514356305,1.45E-05,chinese redbud
1.088416836,0.061264447,1.589662297,0.438545126,3.678629903,3.047677691,168,210,176,94.14881837,49.51767361,85.95347579,-53.52544863,-31.35322664,-51.45322047,0.011543201,48.73790201,11.74525783,0.545313169,1.43E-05,chinese redbud
0.853349391,0.058261333,2.0450707,0.386687158,3.526615791,3.320749054,168,214,180,99.93998199,47.54997371,86.58521814,-67.05453346,-33.87497333,-59.46383415,0.015259458,33.91975526,11.19933753,0.606409386,1.43E-05,chinese redbud
0.952225767,0.060789081,1.837885638,0.377743314,3.679597967,3.298593076,162,208,173,95.90099061,49.18333051,85.14105942,-42.94205283,-26.66105785,-42.52939143,0.01297812,42.67998486,11.55718963,0.58188635,1.42E-05,chinese redbud
0.957115447,0.056715605,1.190364073,0.414450447,5.60080476,3.260454359,173,210,181,93.65361712,51.8748494,84.94704233,-62.29773546,-36.19950957,-57.92270719,0.009799062,66.56997734,12.05389366,0.488641207,1.46E-05,chinese redbud
1.100847319,0.065143083,1.582608171,0.439138282,3.560641481,2.952801474,174,206,180,93.97340049,57.5934024,87.62419757,-66.09780418,-42.69040292,-63.59361644,0.006325563,111.4940822,13.04368903,0.410357446,1.55E-05,chinese redbud
0.787397121,0.059826622,2.227129978,0.375850246,3.374448967,3.310710429,179,211,185,97.85192895,56.63038054,90.48204242,-79.07401065,-46.33824399,-73.88776509,0.012810952,48.28562761,11.55181191,0.546840261,1.62E-05,chinese redbud
1.097528677,0.060912895,1.579632869,0.437087799,3.70336857,3.060984058,162,204,169,93.02687784,51.30302135,86.08135687,-29.67122487,-21.86278229,-31.28832631,0.010812019,53.43878167,11.83717779,0.542608301,1.45E-05,chinese redbud
1.025121244,0.062374191,1.692846839,0.423517626,3.589686399,3.076085345,163,209,173,94.93155429,47.71792116,84.85870609,-43.58300968,-24.52600321,-41.55984013,0.010524699,72.24074835,11.95720396,0.482855844,1.40E-05,chinese redbud
0.988376341,0.05930842,1.770529415,0.422480869,3.589004328,3.158645466,167,204,173,96.48834126,56.52433104,90.56489386,-56.83423678,-36.51097437,-55.9514886,0.012948396,35.32331031,11.56946494,0.627896233,1.56E-05,chinese redbud
1.01427177,0.06530952,1.722880731,0.409012594,3.526233208,3.059162288,161,211,174,102.7131929,48.14561247,88.88756943,-59.18414172,-28.90296542,-53.0484901,0.020570657,27.01132598,10.50537039,0.660324218,1.46E-05,chinese redbud
0.93855745,0.063038257,1.83813567,0.403588542,3.520630884,3.133143184,170,208,179,98.96464015,54.30469593,89.03370148,-68.1356146,-37.34854468,-62.77098339,0.020503854,23.90643385,10.66332447,0.710163586,1.54E-05,chinese redbud
0.851839712,0.058748553,2.038827396,0.380667287,3.553605661,3.332761097,169,203,174,98.63062405,59.51470407,92.47702417,-65.74480579,-40.27128101,-61.27209809,0.010669484,58.34492292,11.82791287,0.505767484,1.64E-05,chinese redbud
0.963441245,0.064228732,1.826936897,0.391246673,3.517821787,3.153586196,164,207,172,97.79570543,51.623638,88.80878335,-53.68541368,-29.27172273,-48.19610168,0.01419008,53.36513454,11.2909109,0.546245967,1.49E-05,chinese redbud
0.923562199,0.056501387,1.887213892,0.387080245,3.728341989,3.378288867,166,204,173,99.51884244,57.57603668,91.50409827,-62.22714117,-38.60504288,-57.54328184,0.010733883,52.20347985,11.86582531,0.520756111,1.59E-05,chinese redbud
0.887791428,0.067259968,1.955479677,0.393428484,3.336414444,3.068246427,166,200,170,98.47334665,60.54750201,93.31130692,-60.10998346,-37.15010847,-55.63624778,0.010539661,58.38502379,11.91518865,0.499920189,1.66E-05,chinese redbud
0.90916218,0.058860732,1.911800701,0.393565239,3.604254988,3.281381034,170,202,176,95.06313691,59.73273809,89.05616206,-59.18261908,-38.74166314,-57.32988156,0.013427817,60.01581226,11.50249083,0.510383913,1.61E-05,chinese redbud
1.026755323,0.061036946,1.702954402,0.444921054,3.516621463,3.033851246,172,206,178,98.64076237,59.23681288,92.493243,-70.23519527,-44.5973964,-67.87650596,0.010520998,54.88790212,11.84513389,0.517348091,1.65E-05,chinese redbud
0.899379191,0.065688393,1.922398651,0.391577268,3.420047006,3.113197603,163,206,172,103.11159,55.47071299,93.3702308,-64.70246657,-36.8700089,-59.89435112,0.013365467,45.45779595,11.40490906,0.548359987,1.59E-05,chinese redbud
1.003428852,0.064364008,1.735819763,0.410001157,3.54028314,3.07790553,167,207,174,94.41927769,51.59457336,86.75828491,-51.84197588,-29.87092695,-48.10149243,0.010622864,58.62297107,11.80683358,0.510950441,1.46E-05,chinese redbud
2.08269968,0.059365203,1.120761419,0.422487107,3.903918965,2.956033829,215,231,216,87.7040478,51.86520992,84.1011296,-105.7937427,-62.54803774,-101.0272449,0.012445415,65.16715159,11.37947705,0.540358708,2.09E-05,true indigo
2.211210647,0.06153555,1.280736428,0.383651547,3.417383036,3.013802185,219,230,219,82.56512581,55.76737397,80.99382693,-101.8668004,-68.61806764,-99.48306573,0.010782963,66.22952739,11.59798867,0.50636872,2.28E-05,true indigo
2.17359658,0.059588204,1.27071034,0.375090863,3.570389326,3.107344196,215,227,216,86.37708029,61.73329734,85.0411665,-103.8120372,-74.91468818,-102.4869069,0.008797807,77.68752741,11.93891044,0.479069703,2.54E-05,true indigo
2.141614289,0.0612971,1.296505772,0.37680594,3.467975999,3.065059644,221,230,221,82.03048214,59.52310476,80.59156283,-103.5755941,-75.15057158,-101.3686168,0.011566158,72.74015698,11.49114359,0.515346375,2.65E-05,true indigo
2.153749417,0.061936966,1.348606611,0.379388749,3.296096691,3.035660622,221,231,222,81.5046011,57.56735186,79.59899497,-102.9482884,-72.99330645,-100.671185,0.010253506,72.91815428,11.6314617,0.506932691,2.53E-05,true indigo
2.019950449,0.063143639,1.299173428,0.382484411,3.48490417,3.028299804,223,233,224,80.78366171,56.11595139,78.68290793,-104.598436,-73.03876093,-101.9654824,0.009267089,87.55520693,11.85636016,0.458153601,2.67E-05,true indigo
2.107878454,0.062538787,1.343746889,0.377477848,3.336101705,3.040452991,228,237,229,74.00675645,49.2239779,71.02816343,-99.66058259,-66.39282111,-95.58756805,0.010607169,83.64959436,11.52038851,0.495094342,2.37E-05,true indigo
2.035266515,0.060615626,1.364125262,0.421927432,3.21309765,2.939020617,219,233,221,81.13568882,50.74445783,77.97435476,-99.70529903,-63.25511736,-96.30131744,0.009283078,48.28310487,11.90365158,0.537375294,2.00E-05,true indigo
2.250814734,0.058565779,1.325588872,0.373227368,3.401046525,3.121540346,226,235,227,76.3609848,51.26402247,73.09582751,-100.7650323,-67.4850081,-96.31655486,0.013268061,55.25527151,11.18077131,0.550654001,2.35E-05,true indigo
1.934687307,0.061905895,1.419967683,0.417925083,3.147755031,2.946648521,217,228,218,84.59314393,58.65151319,82.12186067,-102.7271504,-71.113816,-99.68752461,0.010904378,47.58982353,11.53229354,0.574291699,2.31E-05,true indigo
2.270059087,0.06011205,1.250825126,0.383815368,3.493356217,3.033339572,222,234,224,81.09253973,52.49761899,77.62731478,-103.8056343,-67.66698483,-99.75128191,0.010587397,55.99937964,11.56518202,0.538946903,2.32E-05,true indigo
2.03610076,0.063385263,1.264483623,0.382759864,3.558195554,3.017352903,226,236,227,77.09734107,51.19570294,73.94592619,-102.2124561,-68.24994521,-97.95781191,0.010416426,57.56856733,11.60666519,0.527791386,2.41E-05,true indigo
2.430749085,0.059675449,1.267493593,0.360349722,3.450835198,3.098997078,216,232,218,86.19164693,49.70915409,81.17265549,-104.5463726,-60.1574568,-98.28578249,0.019604197,46.2737729,10.64179039,0.616285879,1.99E-05,true indigo
2.326051598,0.060016895,1.240813372,0.382579373,3.487276023,3.026099132,214,232,217,86.81013766,49.12229636,80.72174428,-103.2586268,-58.68713057,-96.10860106,0.026200658,40.82179128,10.10175126,0.658411307,1.89E-05,true indigo
2.131767275,0.061496309,1.281072627,0.374038557,3.525117866,3.073956402,207,223,209,90.67524469,60.6465168,87.40137299,-100.892969,-67.74595229,-97.47676852,0.022517904,34.93774671,10.42286893,0.633509066,2.09E-05,true indigo
2.037427975,0.062119689,1.28384945,0.382258044,3.541211096,3.049595178,207,228,210,89.70507232,50.43808085,83.71379815,-99.20723179,-56.14185972,-92.43711333,0.020798461,32.58514947,10.50675551,0.622305903,1.75E-05,true indigo
2.282518872,0.058779592,1.144827896,0.377921829,3.879165745,3.088059679,201,224,205,94.27619,54.69917732,88.60586888,-99.99046576,-58.59290762,-94.66400233,0.020614354,36.5446303,10.45686926,0.644543558,1.85E-05,true indigo
2.195163265,0.060713978,1.206776183,0.385501482,3.655800468,3.030979412,215,229,217,86.04649906,56.14267539,82.01219422,-103.1273443,-67.59906806,-98.41026123,0.015804013,46.45090262,11.02178878,0.578418545,2.17E-05,true indigo
2.433784691,0.057146071,1.056063655,0.397500864,4.027231531,3.014434071,202,225,206,94.35570995,53.30103188,87.7097486,-101.2935615,-57.42182192,-94.39927493,0.021543277,36.83695851,10.36111025,0.64882839,1.82E-05,true indigo
2.162043789,0.05915778,1.114233214,0.428451432,3.833848292,2.920839073,207,229,211,91.9782583,50.85272854,85.62709851,-103.4044799,-57.84082396,-96.8389292,0.022676212,37.17223706,10.36688692,0.647467113,1.85E-05,true indigo
2.372353595,0.058183086,1.207293142,0.379686682,3.618149424,3.072879625,203,226,207,94.09038208,51.50728104,86.16263691,-101.8829877,-55.48637493,-92.98118863,0.027745312,32.23400572,9.902499991,0.693220451,1.77E-05,true indigo
2.372714753,0.059642909,1.220793859,0.359622451,3.631048861,3.118461217,205,228,208,93.86160024,50.75431016,86.60254038,-103.9193161,-56.55579629,-95.1822908,0.019659755,36.19715856,10.5274469,0.652674908,1.81E-05,true indigo
2.377374036,0.060082421,1.218970031,0.370427176,3.566424884,3.060162329,204,229,208,94.28149341,47.97916214,86.49277426,-103.406475,-53.00794944,-94.71333716,0.019636024,38.40975765,10.60103681,0.612253665,1.73E-05,true indigo
2.149021235,0.06221437,1.268537788,0.376313601,3.514438327,3.042457029,209,227,211,91.47677301,55.43464621,86.61408661,-104.6470994,-63.56648749,-98.77994178,0.01986181,38.32507899,10.58916055,0.610983742,2.03E-05,true indigo
