MeanRed,MeanGreen,MeanBlue,StdDevRed,StdDevGreen,StdDevBlue,SkewRed,SkewGreen,SkewBlue,KurRed,KurGreen,KurBlue,Class
162,216,175,105.7497045,47,91.0659102,-68.67755454,-37.26807975,-60.51601243,108.3344651,142.4575684,113.5003772,chinese horse chestnut
168,219,182,106.8831137,45.37620522,90.81850032,-80.42611175,-37.43936869,-70.79096089,112.1439914,145.5638976,119.0337535,chinese horse chestnut
173,220,185,108.0971785,47.24404724,92.39588735,-89.62987916,-41.87091889,-77.43271302,116.4932408,147.9436015,122.9934816,chinese horse chestnut
162,215,176,108.5264945,47.86439178,93.06986623,-74.74526914,-36.9549,-66.80234314,112.0594893,145.8507405,118.1642853,chinese horse chestnut
170,218,183,109.6813567,48.78524367,93.81897463,-88.81804343,-42.26178143,-77.76330834,117.5963604,149.3092222,124.4526388,chinese horse chestnut
155,218,173,110.2678557,42.75511665,90.84051959,-65.72390016,-32.9109937,-56.99148329,112.1719071,152.0924235,119.2909762,chinese horse chestnut
163,218,180,102.2007828,42.83689998,84.29116205,-62.08356751,-31.39758457,-54.38341659,104.2554042,138.6028261,111.1435357,chinese horse chestnut
168,220,183,108.3789647,44.98888752,90.78546139,-83.56745717,-37.9225106,-72.47055483,114.3540665,148.7914548,122.0538685,chinese horse chestnut
175,217,185,102.6157883,49.75942122,89.84987479,-82.34201784,-42.93934119,-72.9668956,109.285364,136.8741397,114.4038761,chinese horse chestnut
193,229,203,98.79777325,43.22036557,84.14273587,-98.34075465,-45.95285024,-85.22023625,117.673783,141.9599076,123.8985133,chinese horse chestnut
166,201,171,90.57593499,55.30822724,85.88364221,-34.90586952,-24.8535437,-36.90920029,91.90111759,108.5750499,92.56436331,chinese redbud
165,201,173,94.17536833,56.9122131,85.74380444,-47.69658144,-30.89419357,-44.21059511,96.23908795,114.5285965,98.11381709,chinese redbud
167,205,176,93.97340049,53.91660227,84.71717653,-50.65900931,-31.14500228,-47.40349752,95.71872165,116.1784629,98.18125724,chinese redbud
162,208,173,99.09086739,50.71488933,87.71544904,-52.14444553,-29.6856056,-48.32248138,100.6709501,126.6970156,103.8001218,chinese redbud
176,207,181,94.19129471,57.68015257,87.94884877,-68.45243292,-43.13138112,-63.93368783,98.58971494,116.8348139,100.5513334,chinese redbud
167,201,172,91.4056891,56.83308895,86.93100713,-42.67960898,-30.26287501,-44.10203592,93.13286545,109.7258466,93.990106,chinese redbud
171,209,178,96.70056877,53.45091206,89.06177631,-65.10429017,-37.55718682,-61.30759264,99.98207568,122.4568335,102.5057461,chinese redbud
167,208,174,97.05668447,51.74939613,88.97752525,-57.80553181,-31.49332184,-52.76351263,98.85545294,122.4603558,100.9074521,chinese redbud
158,208,170,92.95160031,45.7165178,81.53526844,35.5013555,-10.5702023,29.00911327,94.52288129,119.8666638,96.06385787,chinese redbud
168,216,180,101.2126474,46.08687449,87.77812939,-70.95977355,-34.70638733,-63.10547545,105.9177438,135.9213117,111.0128527,chinese redbud
170,213,181,98.29547294,49.689033,85.68547135,-67.19125571,-36.77930468,-59.37026555,102.1206107,128.345631,106.5998196,chinese redbud
168,210,176,94.14881837,49.51767361,85.95347579,-53.52544863,-31.35322664,-51.45322047,96.42339028,120.2139973,98.66240199,chinese redbud
168,214,180,99.93998199,47.54997371,86.58521814,-67.05453346,-33.87497333,-59.46383415,103.2639551,131.6388842,108.1543735,chinese redbud
162,208,173,95.90099061,49.18333051,85.14105942,-42.94205283,-26.66105785,-42.52939143,97.76369231,122.7203019,100.3782947,chinese redbud
173,210,181,93.65361712,51.8748494,84.94704233,-62.29773546,-36.19950957,-57.92270719,97.03962217,118.6560415,99.94537626,chinese redbud
174,206,180,93.97340049,57.5934024,87.62419757,-66.09780418,-42.69040292,-63.59361644,98.92903553,117.0976312,101.1364215,chinese redbud
179,211,185,97.85192895,56.63038054,90.48204242,-79.07401065,-46.33824399,-73.88776509,104.8512508,124.9733256,107.7509997,chinese redbud
162,204,169,93.02687784,51.30302135,86.08135687,-29.67122487,-21.86278229,-31.28832631,94.60646418,115.6847227,95.55969595,chinese redbud
163,209,173,94.93155429,47.71792116,84.85870609,-43.58300968,-24.52600321,-41.55984013,96.74011803,122.0146945,99.06511924,chinese redbud
167,204,173,96.48834126,56.52433104,90.56489386,-56.83423678,-36.51097437,-55.9514886,98.59462204,118.9026882,100.2276507,chinese redbud
161,211,174,102.7131929,48.14561247,88.88756943,-59.18414172,-28.90296542,-53.0484901,104.317969,134.1800641,108.7612848,chinese redbud
170,208,179,98.96464015,54.30469593,89.03370148,-68.1356146,-37.34854468,-62.77098339,102.3407662,125.0672572,105.9164797,chinese redbud
169,203,174,98.63062405,59.51470407,92.47702417,-65.74480579,-40.27128101,-61.27209809,101.5992136,120.9495871,103.260838,chinese redbud
164,207,172,97.79570543,51.623638,88.80878335,-53.68541368,-29.27172273,-48.19610168,99.5294504,123.7032626,101.6484456,chinese redbud
166,204,173,99.51884244,57.57603668,91.50409827,-62.22714117,-38.60504288,-57.54328184,101.7496293,123.3765118,103.9687546,chinese redbud
166,200,170,98.47334665,60.54750201,93.31130692,-60.10998346,-37.15010847,-55.63624778,100.790882,119.1183918,101.8499178,chinese redbud
170,202,176,95.06313691,59.73273809,89.05616206,-59.18261908,-38.74166314,-57.32988156,97.25173074,114.6022537,99.08238045,chinese redbud
172,206,178,98.64076237,59.23681288,92.493243,-70.23519527,-44.5973964,-67.87650596,102.5619102,122.6710257,104.8951379,chinese redbud
163,206,172,103.11159,55.47071299,93.3702308,-64.70246657,-36.8700089,-59.89435112,105.5086639,130.6986188,108.5511886,chinese redbud
167,207,174,94.41927769,51.59457336,86.75828491,-51.84197588,-29.87092695,-48.10149243,96.18237544,118.3101307,97.96525349,chinese redbud
215,231,216,87.7040478,51.86520992,84.1011296,-105.7937427,-62.54803774,-101.0272449,124.8645928,134.8566101,125.474262,true indigo
219,230,219,82.56512581,55.76737397,80.99382693,-101.8668004,-68.61806764,-99.48306573,120.6359071,127.3789452,120.6359071,true indigo
215,227,216,86.37708029,61.73329734,85.0411665,-103.8120372,-74.91468818,-102.4869069,122.6691687,130.1121089,123.2767922,true indigo
221,230,221,82.03048214,59.52310476,80.59156283,-103.5755941,-75.15057158,-101.3686168,123.1094574,128.538452,123.1094574,true indigo
221,231,222,81.5046011,57.56735186,79.59899497,-102.9482884,-72.99330645,-100.671185,122.5077904,128.5267923,123.1022942,true indigo
223,233,224,80.78366171,56.11595139,78.68290793,-104.598436,-73.03876093,-101.9654824,125.1585374,131.0645784,125.7431283,true indigo
228,237,229,74.00675645,49.2239779,71.02816343,-99.66058259,-66.39282111,-95.58756805,120.5174312,125.6503254,121.0836076,true indigo
219,233,221,81.13568882,50.74445783,77.97435476,-99.70529903,-63.25511736,-96.30131744,118.2058868,126.8003459,119.4114712,true indigo
226,235,227,76.3609848,51.26402247,73.09582751,-100.7650323,-67.4850081,-96.31655486,121.123261,126.3557049,121.6998211,true indigo
217,228,218,84.59314393,58.65151319,82.12186067,-102.7271504,-71.113816,-99.68752461,121.2919802,128.1082321,121.9009139,true indigo
222,234,224,81.09253973,52.49761899,77.62731478,-103.8056343,-67.66698483,-99.75128191,123.9331353,131.0890569,125.1121836,true indigo
226,236,227,77.09734107,51.19570294,73.94592619,-102.2124561,-68.24994521,-97.95781191,123.0198421,128.8133074,123.5941666,true indigo
216,232,218,86.19164693,49.70915409,81.17265549,-104.5463726,-60.1574568,-98.28578249,123.5436708,133.4925302,124.7611751,true indigo
214,232,217,86.81013766,49.12229636,80.72174428,-103.2586268,-58.68713057,-96.10860106,121.8637468,133.1750656,123.702964,true indigo
207,223,209,90.67524469,60.6465168,87.40137299,-100.892969,-67.74595229,-97.47676852,118.5733755,128.9032377,119.8154312,true indigo
207,228,210,89.70507232,50.43808085,83.71379815,-99.20723179,-56.14185972,-92.43711333,116.6431507,130.3395503,118.511973,true indigo
201,224,205,94.27619,54.69917732,88.60586888,-99.99046576,-58.59290762,-94.66400233,118.0616325,133.1917151,120.5420249,true indigo
215,229,217,86.04649906,56.14267539,82.01219422,-103.1273443,-67.59906806,-98.41026123,121.775782,130.5042445,122.9966009,true indigo
202,225,206,94.35570995,53.30103188,87.7097486,-101.2935615,-57.42182192,-94.39927493,119.3632519,134.4862095,121.8543669,true indigo
207,229,211,91.9782583,50.85272854,85.62709851,-103.4044799,-57.84082396,-96.8389292,121.6455166,135.8941007,124.1376098,true indigo
203,226,207,94.09038208,51.50728104,86.16263691,-101.8829877,-55.48637493,-92.98118863,119.8106684,134.9572466,122.3143612,true indigo
205,228,208,93.86160024,50.75431016,86.60254038,-103.9193161,-56.55579629,-95.1822908,122.0510833,137.1084169,123.9246873,true indigo
204,229,208,94.28149341,47.97916214,86.49277426,-103.406475,-53.00794944,-94.71333716,121.4986312,137.9555937,124.0049675,true indigo
209,227,211,91.47677301,55.43464621,86.61408661,-104.6470994,-63.56648749,-98.77994178,122.8928817,134.4709745,124.1358509,true indigo
209,228,212,90.50414355,53.26349594,85.97674104,-103.3251421,-61.21771171,-98.72662054,121.5835739,133.7701391,123.4432567,true indigo
212,230,215,89.54328562,52.16320542,83.38465087,-105.1039635,-61.46028237,-97.91690861,123.6434742,135.0863826,125.5012082,true indigo
206,226,209,92.00543462,54.28627819,86.83893136,-101.9579476,-60.49752967,-96.48266756,119.8125292,132.8323001,121.6834497,true indigo
216,229,217,87.75534172,58.12056435,85.97674104,-107.5156638,-71.62004058,-105.4658665,127.2770299,135.2767261,127.8811076,true indigo
220,232,221,81.42481194,53.79591063,79.68688725,-101.7654807,-67.77608006,-99.7515164,121.0093022,128.2756014,121.6052624,true indigo
220,229,220,79.98749902,59.58187644,79.88742079,-98.84084894,-73.93999275,-98.65444263,117.1862227,122.6729216,117.1862227,true indigo
197,239,205,98.54947996,30.13303835,84.71717653,-102.8087064,-35.02257048,-88.76527807,121.752917,150.1434883,126.7681903,japanese maple
194,241,205,98.20896089,25.0998008,82.21313764,-98.83149924,-28.55606078,-84.42612265,118.158948,150.1881655,125.0348767,japanese maple
184,240,197,104.5848937,25.51470164,86.94826048,-97.96642609,-28.24445815,-83.7638872,119.9844452,158.6062243,127.8590904,japanese maple
202,235,208,95.21029356,37.2424489,83.79140767,-103.0125978,-42.6160152,-90.88731372,121.4116565,143.3262848,125.1717767,japanese maple
201,230,207,88.34591105,43.16248371,80.04373804,-89.90508512,-46.52055206,-82.72137666,107.114819,126.4850826,110.8100244,japanese maple
202,234,207,90.74139078,37.2961124,81.04936767,-95.12279596,-40.93624833,-84.59395732,112.5196122,133.9651565,115.6263303,japanese maple
199,236,207,93.43982021,33.09078422,79.74960815,-96.24186697,-36.76106073,-82.61001546,114.1661151,139.1944567,119.1822974,japanese maple
203,229,207,88.23831367,43.71498599,81.0802072,-91.84077689,-46.24397779,-84.43533444,108.6602743,125.9948735,111.1353327,japanese maple
203,230,208,88.50423719,43.70354677,80.98765338,-92.44335465,-47.18128268,-85.33121061,109.4231015,127.4004214,112.5276345,japanese maple
209,230,213,78.42193571,43.87482194,73.60706488,-82.34270611,-47.99913193,-78.72322093,97.72061429,111.4927166,100.177756,japanese maple
205,229,212,86.80437777,47.47630988,76.8635154,-92.2240914,-53.33735213,-83.57246867,109.1728087,124.9411842,113.5483019,japanese maple
209,232,215,84.86459804,44.66542287,75.59100476,-93.68834465,-51.83031474,-85.04887616,110.5077756,125.4781176,114.2571426,japanese maple
209,235,214,80.72793816,36.18010503,71.82617907,-85.93789459,-40.10514006,-76.69231236,101.339984,118.6770812,104.4755846,japanese maple
212,230,216,79.09487973,46.61544808,72.44308111,-86.74864695,-52.68100786,-80.33784211,102.050487,113.802014,104.555088,japanese maple
216,234,221,75.66372975,41.91658383,65.61249881,-85.81594855,-49.50103729,-75.22003531,101.0216088,112.623704,104.1469742,japanese maple
214,233,219,76.83749085,42.48529157,68.27151675,-85.53922485,-49.10431753,-77.00567789,100.7679778,113.0929601,103.894382,japanese maple
216,234,221,75.40557009,41.46082488,66.88796603,-85.42093394,-48.8174521,-77.10796122,100.5902215,112.1882151,103.7133194,japanese maple
213,236,217,77.66595136,36.33180425,70.07852738,-85.82282797,-41.16805895,-77.47105405,101.1842473,116.2079894,103.6715765,japanese maple
208,233,213,83.55836284,40.28647416,75.2861209,-90.06908276,-44.7952841,-81.68264207,106.3908943,122.841003,109.5029117,japanese maple
218,235,222,74.41773982,42.15447782,66.58077801,-86.3424242,-50.68691961,-77.99512352,101.8303905,112.638664,104.3031428,japanese maple
219,235,223,72.14568594,41.34005322,64.42049363,-83.34117082,-49.37679799,-75.06151989,98.18111698,108.3898543,100.6639483,japanese maple
218,235,222,73.86474125,40.60788101,66.48308055,-85.22266878,-48.07770977,-77.41074706,100.415418,111.2716387,102.896569,japanese maple
209,230,213,84.01785525,46.20606021,76.55716818,-91.93264604,-51.59022109,-84.23897369,108.3074916,122.0276417,110.7997484,japanese maple
206,240,212,81.63945125,26.73948391,72.24264668,-84.13084295,-30.09046765,-75.41711296,99.99350062,122.9350795,103.7143357,japanese maple
204,237,211,85.26429499,32.17141588,75.30604225,-88.1135758,-35.64832473,-79.41389356,104.677922,126.8513901,109.0389242,japanese maple
207,234,211,79.61155695,34.88552709,73.40299721,-81.73516582,-36.960025,-75.92652178,97.16495098,115.2308588,99.61738493,japanese maple
206,238,212,83.19855768,30.62678566,73.63423117,-86.82971934,-34.53842949,-77.77152074,102.873264,124.3806392,106.6155202,japanese maple
207,240,213,79.73706792,26.34387974,70.78135348,-82.04295786,-29.00237793,-73.75203097,97.57095403,119.8223113,101.2897564,japanese maple
209,238,213,79.01898506,29.03446228,71.70774017,-83.16611624,-31.37389747,-75.41254145,98.46220402,117.8470239,100.9349253,japanese maple
206,233,211,81.84741902,38.22302971,73.97972695,-84.52281634,-41.28338283,-76.95133823,100.3773888,118.3981528,103.4656674,japanese maple
209,232,216,82.83115356,41.1703777,71.83313998,-89.7945106,-45.21053609,-78.96222089,105.9570114,121.0427004,110.3595656,nanmu
213,229,217,79.00632886,49.02040392,71.8748913,-87.86079057,-55,-80.29278135,103.4170967,113.7531578,105.9135552,nanmu
212,232,217,80.78985085,43.47413024,71.04224096,-89.6966329,-49.0689021,-79.04494585,105.5259514,118.5547993,108.6623153,nanmu
211,228,215,79.78721702,48.6929153,73.15736463,-86.90481509,-53.67939892,-80.34951246,102.527896,113.549995,105.0137487,nanmu
207,229,213,82.08532146,45.033321,72.58098925,-85.99179659,-48.53736448,-76.9289275,101.8596059,116.3702495,105.6027632,nanmu
204,232,212,82.35897037,38.45776905,70.50531895,-83.30838008,-40.85253389,-72.78412486,99.79183894,118.3777712,104.7243112,nanmu
220,235,224,71.3582511,42.19004622,64.45928948,-83.300983,-50.29650489,-75.99694124,98.27704385,107.7672059,100.7469955,nanmu
200,226,207,82.81304245,43.95452195,72.76675065,-78.69260452,-42.73188134,-69.84844763,95.50117105,112.8382331,99.71024985,nanmu
206,229,212,79.78095011,42.67317659,70.58328414,-80.60474002,-44.03784623,-71.9765227,95.98682924,111.316513,99.70697708,nanmu
204,228,210,83.21057625,44.46346815,73.62064928,-84.05438655,-45.88898877,-74.83221753,99.97103767,116.0143698,103.6981586,nanmu
210,232,216,78.6066155,40.27406113,68.31544481,-83.31784068,-43.68525389,-72.87713115,98.32857586,112.9141181,102.1067698,nanmu
208,228,212,75.79577825,44.06812907,69.76388751,-76.75160299,-46.01700694,-71.2919933,92.07208887,105.0874445,94.47047555,nanmu
213,233,218,75.71657678,40.26164428,66.16645676,-82.05236592,-44.70256514,-71.81511205,96.7374524,109.8611187,99.87063971,nanmu
209,232,216,79.44809626,39.87480407,69,-83.86751603,-42.88576131,-74.06331324,99.31138192,114.4896787,103.7014312,nanmu
196,224,203,86.16263691,44.92215489,75.54468876,-79.68842349,-42.09314174,-69.95398336,97.71641996,116.368894,101.8310989,nanmu
204,229,210,81.17881497,41.19465985,71.84010022,-80.68561773,-41.53415681,-71.93467583,96.57423224,113.2668833,100.2530968,nanmu
197,226,205,84.33267457,42.59107888,73.68853371,-77.76848952,-40.6263897,-69.41187526,95.71371773,115.0170195,100.4249377,nanmu
204,229,210,80.74651695,41.79712909,71.23903424,-79.91397002,-42.64921025,-70.98710339,95.73763006,112.4447182,99.41175942,nanmu
205,229,211,84.36231386,43.40506883,73.56629663,-87.44655239,-45.53919257,-76.42501945,103.6156237,119.5667799,107.3601241,nanmu
199,225,206,82.4560489,45.16635916,73.19152956,-76.96962877,-44.02305954,-69.75108874,94.29447953,111.4819033,98.41940013,nanmu
199,228,206,82.22530024,39.7617907,71.54019849,-76.51047175,-38.09418005,-66.91315696,93.66628048,113.1200647,97.80446678,nanmu
197,231,207,83.20456718,36.40054945,69.88562084,-76.18738387,-36.2109528,-65.94255792,94.42290951,117.2294791,100.3332069,nanmu
200,226,207,86.76404785,46.16275555,76.01973428,-85.52405192,-46.50005781,-75.52642965,102.4342558,119.8225629,106.743969,nanmu
201,227,208,86.2032482,44.76605857,75.6439026,-85.77428643,-45.29290417,-75.98227888,102.490402,119.8823241,106.8193085,nanmu
201,229,208,82.85529555,39.58535083,71.41428429,-80.02348269,-38.88107538,-68.94373345,96.58657905,115.3968371,100.8391173,nanmu
208,230,214,79.61155695,43.13930922,70.17121917,-82.89879764,-46.14165533,-73.82696361,98.32858559,112.8554247,102.0657117,nanmu
198,231,208,84.70537173,35.81898938,70.80254233,-79.71224747,-35.10417939,-67.98767078,97.22188651,119.5438845,103.3108802,nanmu
192,223,201,88.10788841,44.60941605,76.29547824,-78.15916436,-40.24042698,-68.89713722,97.83600262,118.3899217,103.0084608,nanmu
192,222,201,87.25250713,46.54030511,75.90125164,-77.06375784,-42.80677681,-68.66575024,96.98369679,116.6696094,102.0961357,nanmu
210,231,215,80.10617954,43.70354677,71.38627319,-86.28627334,-48.34459772,-77.32777573,101.9206804,115.672866,105.0362479,nanmu
177,217,191,99.75971131,49.47726751,82.99397568,-79.83842388,-41.60649091,-68.37259427,106.3339865,132.3866838,113.8618995,castor aralia
175,224,191,97.42176348,38.54867053,78.73372848,-72.64865259,-31.24434031,-60.69796048,101.9588144,134.3382781,110.157689,castor aralia
189,224,199,95.06839643,44.68780594,80.67217612,-86.81627676,-41.82733345,-74.20753769,106.956247,130.5415679,112.9001558,castor aralia
180,232,197,93.3702308,30.70830507,74.13501197,-71.97304804,-28.08435446,-60.81643283,98.72818694,133.8343828,107.9000608,castor aralia
185,225,196,96.12491873,41.62931659,81.74961774,-83.5965155,-37.35475669,-72.26745945,105.6040806,132.5841494,111.9012853,castor aralia
184,226,198,94.08506789,39.91240409,76.83098333,-78.79157794,-36.06264812,-66.6078676,101.8524605,130.0995248,109.8201913,castor aralia
181,223,193,95.7810002,43.66921112,81.54140053,-77.71758487,-39.52244625,-68.52896284,102.6344585,130.4684296,109.0533324,castor aralia
186,224,197,97.2368243,43.64630569,82.39538822,-86.87978287,-39.88194358,-74.66660909,108.189182,133.8096554,114.6424754,castor aralia
190,225,200,92.85472524,44.5421149,79.5424415,-84.16925435,-42.98503175,-73.59266083,104.2054659,127.7288271,110.1005201,castor aralia
189,225,200,94.08506789,43.9089968,79.4418026,-85.15087391,-41.71174499,-73.42363302,105.5667854,129.7550366,112.0795378,castor aralia
187,228,201,95.04209594,38.74274126,76.11832894,-84.37881629,-36.35174744,-68.87894478,105.3915735,133.3057295,113.7936505,castor aralia
198,226,206,88.9156904,45.02221674,76.88953115,-86.9529406,-44.39486184,-75.79904204,104.3727382,123.1606293,109.305894,castor aralia
196,228,205,91.14274519,43.01162634,78.01281946,-88.56841933,-43.86511724,-76.95550361,106.7399563,128.2705181,112.2678738,castor aralia
193,228,204,93.8562731,42.03569911,78.54298186,-89.6176786,-41.92313985,-76.47321317,108.557805,132.2369123,115.3365386,castor aralia
186,228,199,94.14350748,38.15756806,77.52418977,-81.45026888,-35.28876744,-68.73517476,103.3871385,131.7973451,110.9182933,castor aralia
186,232,200,86.45229899,30.03331484,70.07852738,-67.04378218,-25.83225339,-56.54297511,91.42727844,122.3880607,98.87288936,castor aralia
181,232,196,93.7016542,30.77336511,75.73638492,-74.03753878,-28.30075456,-62.25114915,99.64339098,134.2543341,107.7570024,castor aralia
179,224,193,94.63614531,39.11521443,77.56932383,-72.60903135,-32.24005663,-60.75490655,99.69523283,129.3899153,106.9398594,castor aralia
182,223,194,95.00526301,42.36744033,79.93747557,-77.72376537,-36.84989098,-66.79636695,102.079944,129.2668504,108.5681414,castor aralia
