ASM,Contrast,Entropy,Homogeneity,Correlation,Asp Ratio,Form Factor,Narrow Factor,Rect,PRD,PRLW,Class
2.582023502,8.562244579,2.090262253,1.72691,8.64E-06,5.640164755,0.026302644,0.897849624,0.482914212,4.161173274,3.173454975,pubescent bamboo
3.0718876,8.150062552,0.995773634,1.822851681,8.26E-06,9.828029683,0.019181189,1.045355016,0.412674034,3.429743367,3.254186615,pubescent bamboo
2.986900945,9.147410342,1.18760309,1.803445632,8.34E-06,8.75738032,0.020969012,0.980219942,0.417250507,3.68554688,3.242398959,pubescent bamboo
2.780071393,14.93382089,1.811298542,1.743403685,8.48E-06,5.481828851,0.02546141,0.928826087,0.479087429,4.163458531,3.270518126,pubescent bamboo
2.916994831,11.0044902,1.410863009,1.780572229,8.39E-06,8.151113413,0.017089501,0.945027949,0.470473733,4.133467219,3.479382292,pubescent bamboo
2.706586652,7.561531485,1.83572322,1.750497789,8.48E-06,5.782567918,0.02423897,0.9841194,0.484754303,3.898288014,3.270757207,pubescent bamboo
2.672426424,15.26282944,1.995420524,1.722002834,8.55E-06,6.138072635,0.02185503,0.924989754,0.484165752,4.242035767,3.374133863,pubescent bamboo
2.744494398,10.44015847,1.797865989,1.7495834,8.51E-06,8.145934333,0.018442226,0.994082403,0.423466627,3.988328239,3.531230814,pubescent bamboo
2.825448394,10.91604879,1.562101287,1.761455967,8.44E-06,5.960491734,0.019755031,0.966731985,0.481357652,4.344902891,3.596899719,pubescent bamboo
3.04266582,12.13418891,1.117105467,1.806368592,8.28E-06,11.10934437,0.0141998,1.005988022,0.421826907,3.853494283,3.556438706,pubescent bamboo
2.499023364,9.810754796,2.36782194,1.701130039,8.64E-06,5.272933631,0.023303704,1.02073948,0.497166768,3.963651059,3.400884944,pubescent bamboo
2.477473516,17.70800563,2.559833694,1.664334435,8.60E-06,5.435031644,0.02563484,1.014633097,0.478755632,3.816081853,3.27022848,pubescent bamboo
2.498637299,13.27698186,2.529761663,1.696819664,8.77E-06,6.81091217,0.020386659,1.016262177,0.434582946,4.005735123,3.549698901,pubescent bamboo
2.571210464,12.82040659,2.215650342,1.71478475,8.71E-06,6.974231483,0.020750354,0.99402034,0.4385563,3.993292438,3.471633785,pubescent bamboo
2.32447652,13.14170455,2.94199337,1.651758249,8.93E-06,4.957893221,0.028613655,1.259177309,0.457469011,3.117432235,3.266542886,pubescent bamboo
2.498964796,9.737736656,2.388651244,1.699482612,8.78E-06,4.489848411,0.029746442,0.982806681,0.492931496,3.965566767,3.187459623,pubescent bamboo
2.009661123,7.237785655,3.426060798,1.641110208,9.00E-06,3.010700511,0.046102238,1.04122877,0.440844387,3.882544137,3.034658909,chinese horse chestnut
1.907721308,15.29341535,3.904053862,1.544112005,9.21E-06,2.786121278,0.045485581,0.970843439,0.45099856,4.308502388,3.078088015,chinese horse chestnut
1.384117129,13.57945997,5.10784023,1.433106114,9.66E-06,2.843010128,0.041537155,1.062999588,0.468626512,3.998949317,3.144748177,chinese horse chestnut
1.295511475,16.82466222,5.459079643,1.391041502,9.74E-06,2.561902051,0.033179399,1.062532931,0.473131226,4.693007817,3.586527996,chinese horse chestnut
1.435937049,15.17980713,5.117318066,1.441394578,9.72E-06,2.85028183,0.045577956,0.965128533,0.445057351,4.309089648,3.078690057,chinese horse chestnut
1.239619193,17.90355713,5.653776366,1.368725631,9.69E-06,2.623264701,0.031119747,1.140691441,0.474263491,4.455360823,3.679536512,chinese horse chestnut
1.636470039,17.56431401,4.985365706,1.460757987,9.30E-06,2.754822747,0.042502402,1.035060693,0.500957722,3.989147351,3.029354619,chinese horse chestnut
1.283935457,16.43218724,5.630665027,1.379540747,9.68E-06,2.810192701,0.038593054,1.059655537,0.476801085,4.14996131,3.243380641,chinese horse chestnut
1.288904218,16.1575417,5.499076007,1.384782149,9.55E-06,2.537205682,0.028854788,1.10886693,0.473430439,4.84401748,3.852835748,chinese horse chestnut
1.38339981,14.71680776,5.461931113,1.411504889,9.38E-06,2.6711253,0.040164098,1.039879587,0.494935046,4.173272098,3.157583238,chinese horse chestnut
1.523346403,12.90644495,4.965428805,1.462101388,9.70E-06,2.837251193,0.039983463,1.104360169,0.456717711,3.978105013,3.248362851,chinese horse chestnut
1.69652501,14.411397,4.442447424,1.501475944,9.41E-06,2.731109743,0.04451581,1.182935588,0.455511712,3.592215753,3.11046013,chinese horse chestnut
1.780696059,13.45389283,4.223332431,1.516548416,9.08E-06,2.671730159,0.043222734,1.103195692,0.471786615,3.88349027,3.117429314,chinese horse chestnut
1.263704013,12.35349041,5.287537519,1.416097015,9.74E-06,2.696294032,0.039545466,1.009240609,0.459686367,4.475509667,3.29486751,chinese horse chestnut
1.103145971,12.93507089,5.8243977,1.354225823,9.81E-06,2.597586206,0.036052544,1.157176174,0.458511781,4.170348262,3.484420557,chinese horse chestnut
1.401972317,9.568917848,5.149938246,1.458419358,9.28E-06,2.746414707,0.030107141,1.120831621,0.503951168,4.370665622,3.591188677,chinese horse chestnut
1.226068242,21.45031276,5.9695196,1.346732393,9.91E-06,2.608580601,0.044740412,0.960838148,0.480747634,4.393787681,3.051807631,chinese horse chestnut
1.272697151,14.85461218,5.536622483,1.387787941,9.61E-06,2.686031159,0.045170294,1.064251756,0.465377365,3.954312743,3.066672749,chinese horse chestnut
1.431239739,17.35506881,5.22141338,1.415261657,9.64E-06,2.782715425,0.042949452,0.980789413,0.468859663,4.307145909,3.107638393,chinese horse chestnut
1.535008437,12.05295455,4.838957275,1.470053937,9.21E-06,2.732413372,0.039940144,1.115754771,0.504264254,3.820534652,3.120682324,chinese horse chestnut
1.252094016,15.35652002,5.761243835,1.372966851,9.69E-06,2.74619206,0.026727412,0.918689906,0.492856132,5.723043773,3.854223368,chinese horse chestnut
1.447371182,15.7482402,5.093772897,1.432382888,9.49E-06,2.903926173,0.033101967,1.159637634,0.45460346,4.125168036,3.558343911,chinese horse chestnut
1.608993927,15.18216639,4.623403757,1.477759444,9.41E-06,2.58382357,0.045197117,1.141865275,0.456902097,3.791287896,3.121173167,chinese horse chestnut
1.313087506,19.06016681,5.657034593,1.375592771,9.70E-06,2.741219193,0.039213008,1.13571514,0.479722581,3.877470883,3.226625568,chinese horse chestnut
1.564143773,20.6017035,4.978333477,1.439201729,9.48E-06,2.692208374,0.029849759,1.107308251,0.489319882,4.554180922,3.6770648,chinese horse chestnut
1.184488116,13.15878023,5.948420406,1.374655073,9.69E-06,2.546978482,0.046503456,1.103951093,0.467658188,3.848846954,3.05103506,chinese horse chestnut
1.215662534,10.22416597,5.359813427,1.411811483,9.56E-06,2.601471792,0.043086637,1.090278623,0.475876202,3.971317887,3.127600346,chinese horse chestnut
1.466651321,16.87684946,5.094139585,1.430548434,9.46E-06,2.888753228,0.026708316,1.157343889,0.46445693,4.564428197,3.924179472,chinese horse chestnut
1.524856338,9.030982068,4.738127449,1.508073617,9.48E-06,2.914319283,0.042051909,1.127267871,0.441801194,3.812396007,3.199676102,chinese horse chestnut
2.062952578,7.417162219,3.463571732,1.626790189,8.90E-06,3.171538233,0.038493139,1.150312396,0.475845715,3.606820067,3.154379925,chinese horse chestnut
1.027955118,27.23865096,6.378726239,1.286089498,1.01E-05,1.082288109,0.060298046,1.623007655,0.42867222,3.683780105,3.107537185,chinese redbud
1.05572311,22.84510634,6.359624816,1.300268484,1.01E-05,0.989982144,0.058576166,1.758760633,0.401788755,3.724948085,3.259155953,chinese redbud
1.111217291,16.15115409,5.912870996,1.345537806,9.94E-06,0.901374621,0.056345577,1.935737553,0.375939426,3.7386259,3.430805668,chinese redbud
1.113129444,14.92960488,5.869641009,1.35988021,9.92E-06,0.901374621,0.060122898,1.9343809,0.37501504,3.626277597,3.325375368,chinese redbud
1.342500985,26.30590805,5.618359725,1.372931105,9.79E-06,0.983645247,0.056639758,1.778676091,0.427790219,3.641730171,3.212026527,chinese redbud
1.0677867,25.96598832,6.318900488,1.29976573,1.01E-05,1.131678512,0.060413869,1.545991613,0.421211366,3.811649569,3.128394128,chinese redbud
1.286033183,20.07276585,5.587655212,1.370543221,9.79E-06,0.853955834,0.055354903,2.029210743,0.384872204,3.653581694,3.414931539,chinese redbud
1.190954595,13.23068286,5.490411165,1.383660766,9.87E-06,0.899524835,0.062267849,1.958736181,0.373819485,3.528211227,3.27264355,chinese redbud
0.901271539,13.29212469,6.433955545,1.312146274,9.96E-06,0.805500949,0.062036686,1.8808276,0.352907639,4.003715014,3.359545143,chinese redbud
1.292627979,30.20060259,5.918642846,1.341786631,9.59E-06,0.843870475,0.05387222,2.08051255,0.365179445,3.730406566,3.55199126,chinese redbud
1.296268243,25.9715221,5.676347474,1.359369591,9.64E-06,0.832719646,0.055187024,1.880852623,0.366385914,4.097396153,3.50159165,chinese redbud
1.154736089,22.57946414,6.078233732,1.326067644,9.78E-06,1.088416836,0.061264447,1.589662297,0.438545126,3.678629903,3.047677691,chinese redbud
1.275942392,14.78405546,5.468991574,1.392598184,9.63E-06,0.853349391,0.058261333,2.0450707,0.386687158,3.526615791,3.320749054,chinese redbud
1.053726376,20.80631464,6.309268986,1.308675509,9.91E-06,0.952225767,0.060789081,1.837885638,0.377743314,3.679597967,3.298593076,chinese redbud
1.269842927,29.0896643,5.85714727,1.339568351,9.69E-06,0.957115447,0.056715605,1.190364073,0.414450447,5.60080476,3.260454359,chinese redbud
1.282652234,48.38752502,6.245016178,1.310108058,9.84E-06,1.100847319,0.065143083,1.582608171,0.439138282,3.560641481,2.952801474,chinese redbud
1.549170257,18.2538751,4.831013442,1.450648201,9.60E-06,0.787397121,0.059826622,2.227129978,0.375850246,3.374448967,3.310710429,chinese redbud
0.981624668,27.00327043,6.681869441,1.263562137,1.01E-05,1.097528677,0.060912895,1.579632869,0.437087799,3.70336857,3.060984058,chinese redbud
1.039821474,35.45313386,6.548162775,1.255440786,9.88E-06,1.025121244,0.062374191,1.692846839,0.423517626,3.589686399,3.076085345,chinese redbud
1.182386619,16.14041806,5.91249771,1.37303927,1.00E-05,0.988376341,0.05930842,1.770529415,0.422480869,3.589004328,3.158645466,chinese redbud
1.168729105,12.43792431,5.469506459,1.383118549,9.83E-06,1.01427177,0.06530952,1.722880731,0.409012594,3.526233208,3.059162288,chinese redbud
1.297017905,10.31335071,5.179382916,1.443558358,9.80E-06,0.93855745,0.063038257,1.83813567,0.403588542,3.520630884,3.133143184,chinese redbud
1.259562286,25.63137719,5.790333141,1.343572066,1.00E-05,0.851839712,0.058748553,2.038827396,0.380667287,3.553605661,3.332761097,chinese redbud
1.135724195,24.96834028,5.927247519,1.319821346,9.95E-06,0.963441245,0.064228732,1.826936897,0.391246673,3.517821787,3.153586196,chinese redbud
1.20409039,23.58784195,5.978603711,1.331612162,1.00E-05,0.923562199,0.056501387,1.887213892,0.387080245,3.728341989,3.378288867,chinese redbud
1.187424101,26.60356339,6.053042647,1.316477655,1.02E-05,0.887791428,0.067259968,1.955479677,0.393428484,3.336414444,3.068246427,chinese redbud
1.222926008,26.86780651,5.759065715,1.333130466,1.00E-05,0.90916218,0.058860732,1.911800701,0.393565239,3.604254988,3.281381034,chinese redbud
1.368630867,22.80294204,5.46820414,1.384038663,9.88E-06,1.026755323,0.061036946,1.702954402,0.444921054,3.516621463,3.033851246,chinese redbud
1.215711622,20.42489575,5.736993613,1.347755532,1.00E-05,0.899379191,0.065688393,1.922398651,0.391577268,3.420047006,3.113197603,chinese redbud
1.125814296,27.5546299,6.197588109,1.300100136,9.89E-06,1.003428852,0.064364008,1.735819763,0.410001157,3.54028314,3.07790553,chinese redbud
2.736826761,11.26664095,1.741631964,1.747645034,8.63E-06,2.08269968,0.059365203,1.120761419,0.422487107,3.903918965,2.956033829,true indigo
2.820572264,10.61747289,1.575636679,1.760551068,8.60E-06,2.211210647,0.06153555,1.280736428,0.383651547,3.417383036,3.013802185,true indigo
2.740111213,13.39141993,1.829909009,1.737829006,8.74E-06,2.17359658,0.059588204,1.27071034,0.375090863,3.570389326,3.107344196,true indigo
2.900951725,10.7967035,1.365029336,1.779635271,8.59E-06,2.141614289,0.0612971,1.296505772,0.37680594,3.467975999,3.065059644,true indigo
2.913477101,10.68883445,1.355420978,1.781136132,8.56E-06,2.153749417,0.061936966,1.348606611,0.379388749,3.296096691,3.035660622,true indigo
3.002953539,11.69494579,1.16879961,1.794052111,8.50E-06,2.019950449,0.063143639,1.299173428,0.382484411,3.48490417,3.028299804,true indigo
3.137960058,9.561579441,0.799851348,1.827981533,8.33E-06,2.107878454,0.062538787,1.343746889,0.377477848,3.336101705,3.040452991,true indigo
2.818154179,7.757537531,1.630522258,1.765003388,8.53E-06,2.035266515,0.060615626,1.364125262,0.421927432,3.21309765,2.939020617,true indigo
3.064166346,6.895387823,0.934696978,1.819133949,8.39E-06,2.250814734,0.058565779,1.325588872,0.373227368,3.401046525,3.121540346,true indigo
2.752256433,8.116515847,1.730509423,1.756843309,8.68E-06,1.934687307,0.061905895,1.419967683,0.417925083,3.147755031,2.946648521,true indigo
2.96215751,7.811014387,1.228279835,1.79620655,8.48E-06,2.270059087,0.06011205,1.250825126,0.383815368,3.493356217,3.033339572,true indigo
3.07850619,7.065893453,0.953138045,1.819302969,8.39E-06,2.03610076,0.063385263,1.264483623,0.382759864,3.558195554,3.017352903,true indigo
2.761006082,7.83279608,1.559164527,1.765777678,8.58E-06,2.430749085,0.059675449,1.267493593,0.360349722,3.450835198,3.098997078,true indigo
2.692453648,7.33543161,1.619897074,1.75892454,8.61E-06,2.326051598,0.060016895,1.240813372,0.382579373,3.487276023,3.026099132,true indigo
2.430564001,7.709451626,2.275035957,1.698466652,8.94E-06,2.131767275,0.061496309,1.281072627,0.374038557,3.525117866,3.073956402,true indigo
2.414230029,7.275521268,2.3312019,1.692392306,8.79E-06,2.037427975,0.062119689,1.28384945,0.382258044,3.541211096,3.049595178,true indigo
2.283211107,8.942080901,2.624451751,1.668334279,8.97E-06,2.282518872,0.058779592,1.144827896,0.377921829,3.879165745,3.088059679,true indigo
2.721756955,8.137552127,1.71545899,1.7509587,8.67E-06,2.195163265,0.060713978,1.206776183,0.385501482,3.655800468,3.030979412,true indigo
2.313172485,8.831576314,2.53169683,1.676059706,8.93E-06,2.433784691,0.057146071,1.056063655,0.397500864,4.027231531,3.014434071,true indigo
2.483803723,7.886369892,2.140833993,1.713049967,8.78E-06,2.162043789,0.05915778,1.114233214,0.428451432,3.833848292,2.920839073,true indigo
2.324772923,7.6683799,2.396566145,1.689120797,8.88E-06,2.372353595,0.058183086,1.207293142,0.379686682,3.618149424,3.072879625,true indigo
2.406991666,8.123926188,2.35250119,1.697612464,8.83E-06,2.372714753,0.059642909,1.220793859,0.359622451,3.631048861,3.118461217,true indigo
2.378355842,8.798565471,2.435959796,1.682107419,8.81E-06,2.377374036,0.060082421,1.218970031,0.370427176,3.566424884,3.060162329,true indigo
2.52955058,7.852925354,2.081762439,1.71538634,8.81E-06,2.149021235,0.06221437,1.268537788,0.376313601,3.514438327,3.042457029,true indigo
2.544623283,7.820400334,2.094736826,1.721299106,8.77E-06,2.058899075,0.061455879,1.213201948,0.382043141,3.74896555,3.061360392,true indigo
2.624099839,7.752032944,1.851896447,1.740309869,8.69E-06,2.217638282,0.058706452,1.290226083,0.377727374,3.495076465,3.107964063,true indigo
2.420235013,8.16132402,2.391556445,1.69584393,8.86E-06,2.216871881,0.060854381,1.274776969,0.374161194,3.491565521,3.067335177,true indigo
2.798580756,9.999351543,1.731630713,1.753405685,8.67E-06,1.947312605,0.063286652,1.266516437,0.384010562,3.629473959,3.037134246,true indigo
2.881879806,7.24837156,1.447959804,1.781820933,8.54E-06,2.006642617,0.063175002,1.246400306,0.372718195,3.691003923,3.070366906,true indigo
2.819974443,7.099355713,1.523922296,1.773489087,8.63E-06,2.553727783,0.05670671,1.153580212,0.365753888,3.766632062,3.122420865,true indigo
2.172801159,17.50858632,3.431435825,1.593974152,8.65E-06,0.734862062,0.010763768,1.963365564,0.763696119,6.553200682,5.449987606,japanese maple
2.076954307,15.32697039,3.556863183,1.581295849,8.61E-06,0.753992153,0.009003059,1.985293695,0.763176057,6.998168717,5.972392641,japanese maple
1.86965721,24.71959758,4.272279704,1.511356132,8.75E-06,0.701649854,0.01005282,2.198219926,0.592217174,7.038565989,6.379777979,japanese maple
2.295451117,19.34118849,3.116389369,1.628340266,8.67E-06,0.735101776,0.00884251,1.923534786,0.779625509,7.302900968,5.951384007,japanese maple
2.117284624,17.5898603,3.411274812,1.602358501,8.80E-06,0.720019553,0.008987812,2.122036198,0.746439022,6.780331357,6.023024266,japanese maple
2.193020381,13.18337156,3.128440657,1.624027795,8.71E-06,0.744274393,0.009500101,2.032090584,0.741051764,6.798326279,5.894722155,japanese maple
2.131076665,14.29051501,3.417743423,1.604905668,8.66E-06,0.748318061,0.009357063,1.946260298,0.769768706,6.998517441,5.830056394,japanese maple
2.171333942,15.48666597,3.188667453,1.619354699,8.80E-06,0.767445947,0.009891514,1.949500449,0.791593329,6.617139777,5.601383451,japanese maple
2.193447428,13.06046706,3.104134701,1.628419495,8.79E-06,0.809616796,0.011383654,1.893647913,0.788319399,6.195395976,5.248814127,japanese maple
2.221199457,15.62559425,3.20889938,1.620739396,8.69E-06,0.833520093,0.008853705,1.846270492,0.856856585,6.811300563,5.716836524,japanese maple
2.249942563,13.79077565,3.245108811,1.62836684,8.75E-06,0.84863983,0.008919808,1.743068058,1.011428745,6.556597774,5.246431316,japanese maple
2.367295318,14.62173686,2.952288275,1.655216822,8.64E-06,0.764126412,0.011719524,1.92386597,0.758812168,6.305513513,5.254492576,japanese maple
2.241881277,8.479405755,2.856241793,1.659266858,8.59E-06,0.922534837,0.012035725,1.610173544,0.942921109,6.069628586,4.689681625,japanese maple
2.346690036,9.582618849,2.81409617,1.66910386,8.66E-06,0.874350716,0.009799145,1.649476026,0.936627382,6.767583832,5.207322383,japanese maple
2.451433995,8.874441201,2.621596931,1.691734706,8.50E-06,0.811663066,0.010182585,1.626315897,0.886576686,7.18323421,5.233874293,japanese maple
2.386466452,8.224335905,2.698538431,1.681351931,8.55E-06,0.925854455,0.011138318,1.473051195,0.929384977,6.934308539,4.91066446,japanese maple
2.460679954,8.255381568,2.57187706,1.69613759,8.50E-06,0.806074255,0.011574958,1.768272448,0.876310822,6.254239209,4.935863222,japanese maple
2.390598656,5.873717681,2.278611473,1.733179733,8.51E-06,0.981462534,0.008302552,1.360449189,0.926961651,8.457541132,5.69920535,japanese maple
2.309717165,9.89029191,2.743580304,1.668472353,8.64E-06,0.777084342,0.010425937,1.96152635,0.742191076,6.574403534,5.639110723,japanese maple
2.552657796,8.111434529,2.292255742,1.715292609,8.47E-06,0.850525132,0.011129497,1.462411149,0.892012284,7.441555957,5.001789431,japanese maple
2.542305088,11.84620309,2.348798389,1.700953846,8.46E-06,0.999970422,0.010488266,1.747194896,0.788438534,6.294037115,5.498373443,japanese maple
2.531626876,10.52764908,2.31522047,1.706873418,8.46E-06,1.095176157,0.008876403,1.711105161,0.95726213,6.058252414,5.418605111,japanese maple
2.336671889,11.39826209,2.798979049,1.664006115,8.70E-06,0.861710024,0.009978465,1.654528867,0.94824858,6.693482029,5.125964078,japanese maple
2.163606318,11.18130942,3.175577409,1.627107675,8.50E-06,0.750644556,0.008710426,2.010641555,0.770810825,7.005749219,6.039842348,japanese maple
2.172383958,11.92265638,3.133692343,1.625268152,8.59E-06,0.793761062,0.00952718,1.829497453,0.764243896,7.189937651,5.820792691,japanese maple
2.151677088,14.36111551,3.143087695,1.621300431,8.62E-06,0.723593974,0.00900933,2.077714195,0.749895486,6.883670844,6.004348298,japanese maple
2.178805295,10.43316305,3.182651331,1.630712059,8.55E-06,0.754229718,0.009828822,1.896132217,0.740258447,7.119297673,5.803940425,japanese maple
2.159033071,9.646770225,3.021218009,1.638523501,8.49E-06,0.744975208,0.009031031,1.969604098,0.708712002,7.352695479,6.182698629,japanese maple
2.22076445,9.637687656,2.864934173,1.647295774,8.51E-06,0.791001359,0.009169119,1.852283739,0.771021758,7.219493935,5.906029123,japanese maple
2.157559916,11.32075897,3.115055172,1.63429695,8.66E-06,0.714739006,0.010084896,2.029494399,0.776746511,6.585109863,5.570579014,japanese maple
2.364412246,10.92805254,2.585212519,1.68392783,8.61E-06,3.241599178,0.035833863,0.983313534,0.501577043,4.213205911,3.166171161,nanmu
2.43818103,9.331648249,2.349657821,1.704409507,8.66E-06,3.465600982,0.033398465,1.021685956,0.510168205,4.027850589,3.193665443,nanmu
2.431754905,8.370364887,2.397202553,1.705324122,8.60E-06,2.87543509,0.040128719,1.003166484,0.475597525,4.255276261,3.167261164,nanmu
2.353143369,10.15912427,2.738950942,1.684322099,8.70E-06,3.227958912,0.035734986,0.984710178,0.489313388,4.27451863,3.213607862,nanmu
2.22462302,12.04374687,3.110085916,1.634125456,8.72E-06,3.223227039,0.036159461,0.955738227,0.499324608,4.337236802,3.163723781,nanmu
2.101107572,11.70321935,3.461231657,1.610753031,8.68E-06,2.739663546,0.038971586,0.90999884,0.513473928,4.693289089,3.128836323,nanmu
2.63050952,8.093843828,1.939342078,1.739656831,8.44E-06,3.425423444,0.032512121,1.063826301,0.509454545,3.946360638,3.249577714,nanmu
1.920141748,10.81882089,3.579943902,1.578038845,8.88E-06,3.298472693,0.036742776,1.01218631,0.488237333,4.06145473,3.15457456,nanmu
2.097424656,11.79769808,3.218452775,1.611262916,8.74E-06,3.577414917,0.034709356,1.031790034,0.462342394,4.045003253,3.261814335,nanmu
2.099318811,14.6633653,3.173023246,1.603023784,8.80E-06,3.351052499,0.032148328,1.078986938,0.472401613,4.108263757,3.413983467,nanmu
2.256253835,7.469593411,2.768151983,1.682208973,8.62E-06,2.914616427,0.037967585,1.057268044,0.515504559,3.960057121,3.117301082,nanmu
2.095116843,16.15698707,3.590222772,1.586141972,8.73E-06,3.876338351,0.030874961,1.036077217,0.48638503,4.000402827,3.29475932,nanmu
2.347194375,7.987037114,2.593148143,1.692747769,8.56E-06,3.032181783,0.037413493,0.942974176,0.497510486,4.463826824,3.165353864,nanmu
2.269983516,8.353997081,2.771904226,1.675346368,8.61E-06,2.969342023,0.03784752,1.015327491,0.501261431,4.149663546,3.151815111,nanmu
1.840311222,15.09872394,3.902745405,1.541353604,8.97E-06,3.042281424,0.030804318,1.036266108,0.504754078,4.436937352,3.460408985,nanmu
2.055411353,13.82979983,3.335544069,1.595396323,8.76E-06,3.103991603,0.032405682,0.993412276,0.498220848,4.496645751,3.378564945,nanmu
1.857116578,12.19448082,3.899012546,1.555633211,8.90E-06,3.178958058,0.031523656,0.995343607,0.479340895,4.583994017,3.470834127,nanmu
2.039872841,14.13850292,3.441679372,1.589875823,8.76E-06,3.358920781,0.036605688,1.049761103,0.460959561,4.001326059,3.236795073,nanmu
2.175860947,11.02702043,3.131524285,1.632429226,8.74E-06,3.073331311,0.035691504,0.98608282,0.51134207,4.281971065,3.185787221,nanmu
1.885755597,13.99330692,3.924892225,1.552381088,8.91E-06,3.132770126,0.024024987,1.036681326,0.483740057,5.055368925,3.972696696,nanmu
1.851422386,12.41114053,3.908009448,1.551436731,8.84E-06,3.088107806,0.027855765,0.947544288,0.486708024,5.157775788,3.691748357,nanmu
1.81635122,12.00183695,4.160425544,1.53821811,8.78E-06,2.763139612,0.022810603,0.954562612,0.534524488,5.707448246,4.000358378,nanmu
2.024644839,15.29589554,3.467170207,1.580974844,8.89E-06,3.373075292,0.036757024,1.056032239,0.452484955,3.997951867,3.256520518,nanmu
2.053872634,12.99864679,3.344818317,1.597830157,8.85E-06,3.25823767,0.03401127,0.998847881,0.505490959,4.230007614,3.232908139,nanmu
1.953482529,11.68444746,3.592585323,1.580272074,8.78E-06,3.05172438,0.025974946,0.998181743,0.505339074,5.005517191,3.763257986,nanmu
2.223180083,11.9818922,2.960300366,1.638455871,8.68E-06,3.26316136,0.036146223,1.034768678,0.488231073,4.027108021,3.189652215,nanmu
1.886384427,11.6982402,3.817825816,1.560570033,8.76E-06,3.25751382,0.027049928,0.955996235,0.473534897,5.120845052,3.745657103,nanmu
1.752003333,12.92027731,4.042580185,1.540144257,9.04E-06,3.172930321,0.037170473,0.955875678,0.479663598,4.398462511,3.196845943,nanmu
1.711070659,13.09497289,4.383167155,1.515114605,9.08E-06,3.115179321,0.028982929,0.929796045,0.483961972,5.145102439,3.621395915,nanmu
2.306180368,13.9367181,2.94587914,1.638288036,8.65E-06,3.854786565,0.032446675,1.018342211,0.48093392,4.003854471,3.237443702,nanmu
1.522230728,8.401022727,4.536669995,1.511298373,9.38E-06,0.809144713,0.031100944,2.080426587,0.57195506,4.006514922,3.727966946,castor aralia
1.404629562,14.097549,5.068738187,1.431169494,9.21E-06,0.789724689,0.031560267,1.897216568,0.524245912,4.611130105,3.860235239,castor aralia
1.798350424,9.813870934,3.948307029,1.550184477,9.06E-06,0.868842452,0.029848793,1.672370568,0.543579752,5.036188102,3.915640395,castor aralia
1.47986113,9.16072769,4.831065819,1.486397505,8.93E-06,0.718793001,0.027875957,2.049041786,0.561460101,4.601219215,3.942793236,castor aralia
1.700629546,10.84559425,4.075006096,1.525612095,9.09E-06,0.928572071,0.035429482,1.685320008,0.480340082,4.720119572,3.830144168,castor aralia
1.606005692,10.31394183,4.472861568,1.509160837,9.06E-06,0.815988802,0.032989239,2.038814255,0.514895665,4.166145873,3.816657302,castor aralia
1.57517351,17.08468724,4.77940803,1.463739754,9.19E-06,0.912069711,0.030628095,1.586045547,0.533848336,5.162991228,3.906081977,castor aralia
