ASM,Contrast,Entropy,Homogeneity,Correlation,Asp Ratio,Form Factor,Narrow Factor,Rect,PRD,PRLW,Class
0.008484421,89.76923053,12.42408082,0.457564618,1.75E-05,5.481828851,0.02546141,0.928826087,0.479087429,4.163458531,3.270518126,pubescent bamboo
0.010684005,75.33567192,12.06922794,0.497818776,1.79E-05,8.151113413,0.017089501,0.945027949,0.470473733,4.133467219,3.479382292,pubescent bamboo
0.013692799,42.60493189,11.4991751,0.594196862,1.62E-05,5.782567918,0.02423897,0.9841194,0.484754303,3.898288014,3.270757207,pubescent bamboo
0.011616021,83.5488963,11.92017553,0.478240455,1.70E-05,6.138072635,0.02185503,0.924989754,0.484165752,4.242035767,3.374133863,pubescent bamboo
0.013372387,60.79270551,11.81385546,0.541832227,1.74E-05,8.145934333,0.018442226,0.994082403,0.423466627,3.988328239,3.531230814,pubescent bamboo
0.0143104,68.39599187,11.58596197,0.505369839,1.74E-05,5.960491734,0.019755031,0.966731985,0.481357652,4.344902891,3.596899719,pubescent bamboo
0.010560572,94.90007012,12.21259764,0.485631436,1.75E-05,11.10934437,0.0141998,1.005988022,0.421826907,3.853494283,3.556438706,pubescent bamboo
0.012303007,46.79128463,11.62018876,0.574573547,1.61E-05,5.272933631,0.023303704,1.02073948,0.497166768,3.963651059,3.400884944,pubescent bamboo
0.008678185,83.1116064,12.27236563,0.42457107,1.52E-05,5.435031644,0.02563484,1.014633097,0.478755632,3.816081853,3.27022848,pubescent bamboo
0.008915648,63.31172944,12.38960104,0.554274487,1.86E-05,6.81091217,0.020386659,1.016262177,0.434582946,4.005735123,3.549698901,pubescent bamboo
0.013230552,64.64132843,11.75223683,0.56192606,1.89E-05,6.974231483,0.020750354,0.99402034,0.4385563,3.993292438,3.471633785,pubescent bamboo
0.009039343,55.27017025,12.20357269,0.535396925,1.85E-05,4.957893221,0.028613655,1.259177309,0.457469011,3.117432235,3.266542886,pubescent bamboo
0.012169294,46.44118554,11.71890491,0.566773343,1.88E-05,4.489848411,0.029746442,0.982806681,0.492931496,3.965566767,3.187459623,pubescent bamboo
0.016773159,24.83467598,10.98503956,0.768558214,1.53E-05,3.010700511,0.046102238,1.04122877,0.440844387,3.882544137,3.034658909,chinese horse chestnut
0.011558974,49.39747279,11.70414588,0.527489489,1.64E-05,2.786121278,0.045485581,0.970843439,0.45099856,4.308502388,3.078088015,chinese horse chestnut
0.015309693,32.93501075,11.07701663,0.625081094,1.52E-05,2.843010128,0.041537155,1.062999588,0.468626512,3.998949317,3.144748177,chinese horse chestnut
0.014137499,38.99330106,11.30948685,0.588660995,1.50E-05,2.561902051,0.033179399,1.062532931,0.473131226,4.693007817,3.586527996,chinese horse chestnut
0.012317424,37.83026297,11.46462776,0.607874934,1.61E-05,2.85028183,0.045577956,0.965128533,0.445057351,4.309089648,3.078690057,chinese horse chestnut
0.013680286,40.33107329,11.37828599,0.577937743,1.44E-05,2.623264701,0.031119747,1.140691441,0.474263491,4.455360823,3.679536512,chinese horse chestnut
0.006476201,48.7164703,12.65980118,0.504355621,1.48E-05,2.754822747,0.042502402,1.035060693,0.500957722,3.989147351,3.029354619,chinese horse chestnut
0.01170058,37.8681226,11.62997816,0.570146097,1.46E-05,2.810192701,0.038593054,1.059655537,0.476801085,4.14996131,3.243380641,chinese horse chestnut
0.013269052,37.32410966,11.35836576,0.578839593,1.40E-05,2.537205682,0.028854788,1.10886693,0.473430439,4.84401748,3.852835748,chinese horse chestnut
0.008974201,35.7001176,11.93842085,0.572425148,1.36E-05,2.6711253,0.040164098,1.039879587,0.494935046,4.173272098,3.157583238,chinese horse chestnut
0.011373997,33.67904707,11.71454237,0.596366952,1.67E-05,2.837251193,0.039983463,1.104360169,0.456717711,3.978105013,3.248362851,chinese horse chestnut
0.012033902,41.2901079,11.6070999,0.571678229,1.61E-05,2.731109743,0.04451581,1.182935588,0.455511712,3.592215753,3.11046013,chinese horse chestnut
0.010877252,40.40057541,11.63737604,0.548247527,1.42E-05,2.671730159,0.043222734,1.103195692,0.471786615,3.88349027,3.117429314,chinese horse chestnut
0.02000829,28.15389587,10.69837534,0.669271333,1.48E-05,2.696294032,0.039545466,1.009240609,0.459686367,4.475509667,3.29486751,chinese horse chestnut
0.017080733,27.18780952,10.86075885,0.642668025,1.41E-05,2.597586206,0.036052544,1.157176174,0.458511781,4.170348262,3.484420557,chinese horse chestnut
0.013061512,23.42821262,11.30521293,0.674012397,1.32E-05,2.746414707,0.030107141,1.120831621,0.503951168,4.370665622,3.591188677,chinese horse chestnut
0.009580053,48.00960419,11.99994308,0.537871237,1.54E-05,2.608580601,0.044740412,0.960838148,0.480747634,4.393787681,3.051807631,chinese horse chestnut
0.012942434,34.03295682,11.33557475,0.597379298,1.42E-05,2.686031159,0.045170294,1.064251756,0.465377365,3.954312743,3.066672749,chinese horse chestnut
0.01113702,43.14986865,11.69142547,0.546166369,1.55E-05,2.782715425,0.042949452,0.980789413,0.468859663,4.307145909,3.107638393,chinese horse chestnut
0.01202095,31.64545965,11.46903678,0.608607816,1.36E-05,2.732413372,0.039940144,1.115754771,0.504264254,3.820534652,3.120682324,chinese horse chestnut
0.010782408,34.82333333,11.70990167,0.578103351,1.45E-05,2.74619206,0.026727412,0.918689906,0.492856132,5.723043773,3.854223368,chinese horse chestnut
0.011920506,39.48307705,11.48781393,0.576903204,1.46E-05,2.903926173,0.033101967,1.159637634,0.45460346,4.125168036,3.558343911,chinese horse chestnut
0.012173421,41.47101632,11.44115316,0.573467972,1.53E-05,2.58382357,0.045197117,1.141865275,0.456902097,3.791287896,3.121173167,chinese horse chestnut
0.009838114,44.59122079,11.89776723,0.53920058,1.49E-05,2.741219193,0.039213008,1.13571514,0.479722581,3.877470883,3.226625568,chinese horse chestnut
0.009949392,54.94505537,12.05959969,0.504342515,1.55E-05,2.692208374,0.029849759,1.107308251,0.489319882,4.554180922,3.6770648,chinese horse chestnut
0.010593301,28.83572624,11.66561516,0.629639312,1.40E-05,2.546978482,0.046503456,1.103951093,0.467658188,3.848846954,3.05103506,chinese horse chestnut
0.020686325,22.73735705,10.55588503,0.691937088,1.36E-05,2.601471792,0.043086637,1.090278623,0.475876202,3.971317887,3.127600346,chinese horse chestnut
0.011477149,42.743236,11.62826944,0.557775682,1.46E-05,2.888753228,0.026708316,1.157343889,0.46445693,4.564428197,3.924179472,chinese horse chestnut
0.013509621,23.58107039,11.12994277,0.715516145,1.51E-05,2.914319283,0.042051909,1.127267871,0.441801194,3.812396007,3.199676102,chinese horse chestnut
0.011079713,26.30159502,11.59291825,0.676581014,1.48E-05,3.171538233,0.038493139,1.150312396,0.475845715,3.606820067,3.154379925,chinese horse chestnut
0.012732357,55.1584443,11.53097632,0.554326618,1.50E-05,1.082288109,0.060298046,1.623007655,0.42867222,3.683780105,3.107537185,chinese redbud
0.012184062,46.91357512,11.67491171,0.563066131,1.52E-05,0.989982144,0.058576166,1.758760633,0.401788755,3.724948085,3.259155953,chinese redbud
0.015313664,34.09255846,11.10067412,0.618532737,1.47E-05,0.901374621,0.056345577,1.935737553,0.375939426,3.7386259,3.430805668,chinese redbud
0.015840743,31.54251876,11.02080803,0.647587084,1.47E-05,0.901374621,0.060122898,1.9343809,0.37501504,3.626277597,3.325375368,chinese redbud
0.010093981,62.47625073,12.0167059,0.510718071,1.57E-05,0.983645247,0.056639758,1.778676091,0.427790219,3.641730171,3.212026527,chinese redbud
0.011989527,53.64749975,11.67109733,0.553268323,1.52E-05,1.131678512,0.060413869,1.545991613,0.421211366,3.811649569,3.128394128,chinese redbud
0.012707469,46.30292252,11.54396211,0.547998383,1.52E-05,0.853955834,0.055354903,2.029210743,0.384872204,3.653581694,3.414931539,chinese redbud
0.018850352,29.0630079,10.69177211,0.646126417,1.49E-05,0.899524835,0.062267849,1.958736181,0.373819485,3.528211227,3.27264355,chinese redbud
0.016647253,25.24426625,10.83836131,0.69363529,1.36E-05,0.805500949,0.062036686,1.8808276,0.352907639,4.003715014,3.359545143,chinese redbud
0.008714599,69.92684196,12.36090339,0.475964772,1.42E-05,0.843870475,0.05387222,2.08051255,0.365179445,3.730406566,3.55199126,chinese redbud
0.011822471,60.22884262,11.82137802,0.514356305,1.45E-05,0.832719646,0.055187024,1.880852623,0.366385914,4.097396153,3.50159165,chinese redbud
0.011543201,48.73790201,11.74525783,0.545313169,1.43E-05,1.088416836,0.061264447,1.589662297,0.438545126,3.678629903,3.047677691,chinese redbud
0.015259458,33.91975526,11.19933753,0.606409386,1.43E-05,0.853349391,0.058261333,2.0450707,0.386687158,3.526615791,3.320749054,chinese redbud
0.01297812,42.67998486,11.55718963,0.58188635,1.42E-05,0.952225767,0.060789081,1.837885638,0.377743314,3.679597967,3.298593076,chinese redbud
0.009799062,66.56997734,12.05389366,0.488641207,1.46E-05,0.957115447,0.056715605,1.190364073,0.414450447,5.60080476,3.260454359,chinese redbud
0.006325563,111.4940822,13.04368903,0.410357446,1.55E-05,1.100847319,0.065143083,1.582608171,0.439138282,3.560641481,2.952801474,chinese redbud
0.012810952,48.28562761,11.55181191,0.546840261,1.62E-05,0.787397121,0.059826622,2.227129978,0.375850246,3.374448967,3.310710429,chinese redbud
0.010812019,53.43878167,11.83717779,0.542608301,1.45E-05,1.097528677,0.060912895,1.579632869,0.437087799,3.70336857,3.060984058,chinese redbud
0.010524699,72.24074835,11.95720396,0.482855844,1.40E-05,1.025121244,0.062374191,1.692846839,0.423517626,3.589686399,3.076085345,chinese redbud
0.012948396,35.32331031,11.56946494,0.627896233,1.56E-05,0.988376341,0.05930842,1.770529415,0.422480869,3.589004328,3.158645466,chinese redbud
0.020570657,27.01132598,10.50537039,0.660324218,1.46E-05,1.01427177,0.06530952,1.722880731,0.409012594,3.526233208,3.059162288,chinese redbud
0.020503854,23.90643385,10.66332447,0.710163586,1.54E-05,0.93855745,0.063038257,1.83813567,0.403588542,3.520630884,3.133143184,chinese redbud
0.010669484,58.34492292,11.82791287,0.505767484,1.64E-05,0.851839712,0.058748553,2.038827396,0.380667287,3.553605661,3.332761097,chinese redbud
0.01419008,53.36513454,11.2909109,0.546245967,1.49E-05,0.963441245,0.064228732,1.826936897,0.391246673,3.517821787,3.153586196,chinese redbud
0.010733883,52.20347985,11.86582531,0.520756111,1.59E-05,0.923562199,0.056501387,1.887213892,0.387080245,3.728341989,3.378288867,chinese redbud
0.010539661,58.38502379,11.91518865,0.499920189,1.66E-05,0.887791428,0.067259968,1.955479677,0.393428484,3.336414444,3.068246427,chinese redbud
0.013427817,60.01581226,11.50249083,0.510383913,1.61E-05,0.90916218,0.058860732,1.911800701,0.393565239,3.604254988,3.281381034,chinese redbud
0.010520998,54.88790212,11.84513389,0.517348091,1.65E-05,1.026755323,0.061036946,1.702954402,0.444921054,3.516621463,3.033851246,chinese redbud
0.013365467,45.45779595,11.40490906,0.548359987,1.59E-05,0.899379191,0.065688393,1.922398651,0.391577268,3.420047006,3.113197603,chinese redbud
0.010622864,58.62297107,11.80683358,0.510950441,1.46E-05,1.003428852,0.064364008,1.735819763,0.410001157,3.54028314,3.07790553,chinese redbud
0.012445415,65.16715159,11.37947705,0.540358708,2.09E-05,2.08269968,0.059365203,1.120761419,0.422487107,3.903918965,2.956033829,true indigo
0.010782963,66.22952739,11.59798867,0.50636872,2.28E-05,2.211210647,0.06153555,1.280736428,0.383651547,3.417383036,3.013802185,true indigo
0.008797807,77.68752741,11.93891044,0.479069703,2.54E-05,2.17359658,0.059588204,1.27071034,0.375090863,3.570389326,3.107344196,true indigo
0.011566158,72.74015698,11.49114359,0.515346375,2.65E-05,2.141614289,0.0612971,1.296505772,0.37680594,3.467975999,3.065059644,true indigo
0.010253506,72.91815428,11.6314617,0.506932691,2.53E-05,2.153749417,0.061936966,1.348606611,0.379388749,3.296096691,3.035660622,true indigo
0.009267089,87.55520693,11.85636016,0.458153601,2.67E-05,2.019950449,0.063143639,1.299173428,0.382484411,3.48490417,3.028299804,true indigo
0.010607169,83.64959436,11.52038851,0.495094342,2.37E-05,2.107878454,0.062538787,1.343746889,0.377477848,3.336101705,3.040452991,true indigo
0.009283078,48.28310487,11.90365158,0.537375294,2.00E-05,2.035266515,0.060615626,1.364125262,0.421927432,3.21309765,2.939020617,true indigo
0.013268061,55.25527151,11.18077131,0.550654001,2.35E-05,2.250814734,0.058565779,1.325588872,0.373227368,3.401046525,3.121540346,true indigo
0.010904378,47.58982353,11.53229354,0.574291699,2.31E-05,1.934687307,0.061905895,1.419967683,0.417925083,3.147755031,2.946648521,true indigo
0.010587397,55.99937964,11.56518202,0.538946903,2.32E-05,2.270059087,0.06011205,1.250825126,0.383815368,3.493356217,3.033339572,true indigo
0.010416426,57.56856733,11.60666519,0.527791386,2.41E-05,2.03610076,0.063385263,1.264483623,0.382759864,3.558195554,3.017352903,true indigo
0.019604197,46.2737729,10.64179039,0.616285879,1.99E-05,2.430749085,0.059675449,1.267493593,0.360349722,3.450835198,3.098997078,true indigo
0.026200658,40.82179128,10.10175126,0.658411307,1.89E-05,2.326051598,0.060016895,1.240813372,0.382579373,3.487276023,3.026099132,true indigo
0.022517904,34.93774671,10.42286893,0.633509066,2.09E-05,2.131767275,0.061496309,1.281072627,0.374038557,3.525117866,3.073956402,true indigo
0.020798461,32.58514947,10.50675551,0.622305903,1.75E-05,2.037427975,0.062119689,1.28384945,0.382258044,3.541211096,3.049595178,true indigo
0.020614354,36.5446303,10.45686926,0.644543558,1.85E-05,2.282518872,0.058779592,1.144827896,0.377921829,3.879165745,3.088059679,true indigo
0.015804013,46.45090262,11.02178878,0.578418545,2.17E-05,2.195163265,0.060713978,1.206776183,0.385501482,3.655800468,3.030979412,true indigo
0.021543277,36.83695851,10.36111025,0.64882839,1.82E-05,2.433784691,0.057146071,1.056063655,0.397500864,4.027231531,3.014434071,true indigo
0.022676212,37.17223706,10.36688692,0.647467113,1.85E-05,2.162043789,0.05915778,1.114233214,0.428451432,3.833848292,2.920839073,true indigo
0.027745312,32.23400572,9.902499991,0.693220451,1.77E-05,2.372353595,0.058183086,1.207293142,0.379686682,3.618149424,3.072879625,true indigo
0.019659755,36.19715856,10.5274469,0.652674908,1.81E-05,2.372714753,0.059642909,1.220793859,0.359622451,3.631048861,3.118461217,true indigo
0.019636024,38.40975765,10.60103681,0.612253665,1.73E-05,2.377374036,0.060082421,1.218970031,0.370427176,3.566424884,3.060162329,true indigo
0.01986181,38.32507899,10.58916055,0.610983742,2.03E-05,2.149021235,0.06221437,1.268537788,0.376313601,3.514438327,3.042457029,true indigo
0.017992399,38.61508604,10.82608304,0.623848071,1.96E-05,2.058899075,0.061455879,1.213201948,0.382043141,3.74896555,3.061360392,true indigo
0.021306322,40.76472056,10.52579762,0.634397496,1.96E-05,2.217638282,0.058706452,1.290226083,0.377727374,3.495076465,3.107964063,true indigo
0.017033033,36.71640769,10.84284589,0.631653609,1.90E-05,2.216871881,0.060854381,1.274776969,0.374161194,3.491565521,3.067335177,true indigo
0.007399442,61.12759428,12.2264925,0.492530525,2.50E-05,1.947312605,0.063286652,1.266516437,0.384010562,3.629473959,3.037134246,true indigo
0.009833837,47.93005556,11.73684316,0.557284943,2.26E-05,2.006642617,0.063175002,1.246400306,0.372718195,3.691003923,3.070366906,true indigo
0.013118793,44.25720998,11.26564732,0.587936504,2.38E-05,2.553727783,0.05670671,1.153580212,0.365753888,3.766632062,3.122420865,true indigo
0.006640733,66.5582188,12.54709013,0.456508326,1.33E-05,0.734862062,0.010763768,1.963365564,0.763696119,6.553200682,5.449987606,japanese maple
0.008602632,54.83033385,12.05795369,0.50213788,1.24E-05,0.753992153,0.009003059,1.985293695,0.763176057,6.998168717,5.972392641,japanese maple
0.00660603,78.11683738,12.55062835,0.455827872,1.25E-05,0.701649854,0.01005282,2.198219926,0.592217174,7.038565989,6.379777979,japanese maple
0.007549245,79.74565048,12.61044504,0.467609825,1.44E-05,0.735101776,0.00884251,1.923534786,0.779625509,7.302900968,5.951384007,japanese maple
0.011209396,64.52661711,11.91501261,0.541292523,1.44E-05,0.720019553,0.008987812,2.122036198,0.746439022,6.780331357,6.023024266,japanese maple
0.011669349,50.76573195,11.58788506,0.552228913,1.40E-05,0.744274393,0.009500101,2.032090584,0.741051764,6.798326279,5.894722155,japanese maple
0.009340981,52.88739959,12.0741914,0.537805546,1.31E-05,0.748318061,0.009357063,1.946260298,0.769768706,6.998517441,5.830056394,japanese maple
0.012447954,58.80100622,11.60605222,0.554735617,1.48E-05,0.767445947,0.009891514,1.949500449,0.791593329,6.617139777,5.601383451,japanese maple
0.012971691,50.30356569,11.49759658,0.568824204,1.48E-05,0.809616796,0.011383654,1.893647913,0.788319399,6.195395976,5.248814127,japanese maple
0.008887169,61.29789131,12.18643701,0.512192566,1.40E-05,0.833520093,0.008853705,1.846270492,0.856856585,6.811300563,5.716836524,japanese maple
0.006982565,55.14493557,12.63529417,0.513956926,1.49E-05,0.84863983,0.008919808,1.743068058,1.011428745,6.556597774,5.246431316,japanese maple
0.006554124,63.36453707,12.73342034,0.505852848,1.47E-05,0.764126412,0.011719524,1.92386597,0.758812168,6.305513513,5.254492576,japanese maple
0.01587997,33.7123684,10.99644968,0.645315303,1.32E-05,0.922534837,0.012035725,1.610173544,0.942921109,6.069628586,4.689681625,japanese maple
0.01041896,40.92552578,11.90408061,0.586806101,1.47E-05,0.874350716,0.009799145,1.649476026,0.936627382,6.767583832,5.207322383,japanese maple
0.008358473,40.8564709,12.24650547,0.580797177,1.37E-05,0.811663066,0.010182585,1.626315897,0.886576686,7.18323421,5.233874293,japanese maple
0.010351959,36.12278605,11.84262575,0.600439457,1.38E-05,0.925854455,0.011138318,1.473051195,0.929384977,6.934308539,4.91066446,japanese maple
0.008806265,38.26584612,12.12665619,0.591518499,1.38E-05,0.806074255,0.011574958,1.768272448,0.876310822,6.254239209,4.935863222,japanese maple
0.029663791,25.85609979,10.02914013,0.825457431,1.34E-05,0.981462534,0.008302552,1.360449189,0.926961651,8.457541132,5.69920535,japanese maple
0.015124554,41.16564947,11.21329047,0.620106359,1.42E-05,0.777084342,0.010425937,1.96152635,0.742191076,6.574403534,5.639110723,japanese maple
0.0104981,40.31236496,11.90492615,0.585055677,1.42E-05,0.850525132,0.011129497,1.462411149,0.892012284,7.441555957,5.001789431,japanese maple
0.009515255,58.40430109,12.05587443,0.52563885,1.39E-05,0.999970422,0.010488266,1.747194896,0.788438534,6.294037115,5.498373443,japanese maple
0.011853196,51.47401608,11.75788897,0.566783309,1.39E-05,1.095176157,0.008876403,1.711105161,0.95726213,6.058252414,5.418605111,japanese maple
0.011810234,48.33897638,11.73039391,0.57508098,1.51E-05,0.861710024,0.009978465,1.654528867,0.94824858,6.693482029,5.125964078,japanese maple
0.011674158,42.24480857,11.48244331,0.591152048,1.20E-05,0.750644556,0.008710426,2.010641555,0.770810825,7.005749219,6.039842348,japanese maple
0.014315549,45.29578558,11.40613579,0.57634298,1.28E-05,0.793761062,0.00952718,1.829497453,0.764243896,7.189937651,5.820792691,japanese maple
0.014172042,53.83895818,11.24538045,0.580278096,1.29E-05,0.723593974,0.00900933,2.077714195,0.749895486,6.883670844,6.004348298,japanese maple
0.010560351,39.8084657,11.65721217,0.590955949,1.25E-05,0.754229718,0.009828822,1.896132217,0.740258447,7.119297673,5.803940425,japanese maple
0.016284811,36.33258206,10.85425121,0.638572886,1.19E-05,0.744975208,0.009031031,1.969604098,0.708712002,7.352695479,6.182698629,japanese maple
0.016801928,37.78419472,10.82810567,0.617236249,1.24E-05,0.791001359,0.009169119,1.852283739,0.771021758,7.219493935,5.906029123,japanese maple
0.015126473,42.59926444,11.19461464,0.623883699,1.33E-05,0.714739006,0.010084896,2.029494399,0.776746511,6.585109863,5.570579014,japanese maple
0.0155693,47.24558067,11.10732825,0.633515612,1.43E-05,3.241599178,0.035833863,0.983313534,0.501577043,4.213205911,3.166171161,nanmu
0.018036894,42.53156636,10.84515441,0.65276462,1.57E-05,3.465600982,0.033398465,1.021685956,0.510168205,4.027850589,3.193665443,nanmu
0.016236946,37.97423248,10.99273507,0.663129927,1.48E-05,2.87543509,0.040128719,1.003166484,0.475597525,4.255276261,3.167261164,nanmu
0.012174486,43.58083891,11.65146965,0.645797865,1.54E-05,3.227958912,0.035734986,0.984710178,0.489313388,4.27451863,3.213607862,nanmu
0.010340273,47.35040332,11.83248619,0.561551699,1.44E-05,3.223227039,0.036159461,0.955738227,0.499324608,4.337236802,3.163723781,nanmu
0.009341016,42.50117084,11.9433698,0.586418709,1.31E-05,2.739663546,0.038971586,0.90999884,0.513473928,4.693289089,3.128836323,nanmu
0.016792338,42.79053425,11.06760519,0.623617712,1.46E-05,3.425423444,0.032512121,1.063826301,0.509454545,3.946360638,3.249577714,nanmu
0.018686118,35.18625902,10.75172131,0.627647629,1.36E-05,3.298472693,0.036742776,1.01218631,0.488237333,4.06145473,3.15457456,nanmu
0.015776168,42.73240213,11.02415087,0.59195673,1.36E-05,3.577414917,0.034709356,1.031790034,0.462342394,4.045003253,3.261814335,nanmu
0.018997232,53.16703554,10.87425582,0.56062724,1.42E-05,3.351052499,0.032148328,1.078986938,0.472401613,4.108263757,3.413983467,nanmu
0.019127184,29.97957659,10.78131687,0.724530249,1.36E-05,2.914616427,0.037967585,1.057268044,0.515504559,3.960057121,3.117301082,nanmu
0.007262449,58.46145895,12.35446811,0.502521292,1.36E-05,3.876338351,0.030874961,1.036077217,0.48638503,4.000402827,3.29475932,nanmu
0.015894279,34.11596326,10.96255115,0.687597706,1.36E-05,3.032181783,0.037413493,0.942974176,0.497510486,4.463826824,3.165353864,nanmu
0.016047146,33.84390627,10.93155935,0.684755692,1.36E-05,2.969342023,0.03784752,1.015327491,0.501261431,4.149663546,3.151815111,nanmu
0.014898542,46.89126683,11.13663424,0.575607408,1.38E-05,3.042281424,0.030804318,1.036266108,0.504754078,4.436937352,3.460408985,nanmu
0.016813992,48.79953649,11.0680577,0.572324101,1.35E-05,3.103991603,0.032405682,0.993412276,0.498220848,4.496645751,3.378564945,nanmu
0.013411743,38.24281044,11.26236786,0.606432278,1.34E-05,3.178958058,0.031523656,0.995343607,0.479340895,4.583994017,3.470834127,nanmu
0.014839946,49.41941808,11.30452625,0.566460799,1.35E-05,3.358920781,0.036605688,1.049761103,0.460959561,4.001326059,3.236795073,nanmu
0.012429381,41.99085319,11.43252517,0.600291847,1.42E-05,3.073331311,0.035691504,0.98608282,0.51134207,4.281971065,3.185787221,nanmu
0.011832197,44.6218289,11.58346644,0.572633715,1.37E-05,3.132770126,0.024024987,1.036681326,0.483740057,5.055368925,3.972696696,nanmu
0.013427993,38.79479902,11.2441098,0.597878911,1.29E-05,3.088107806,0.027855765,0.947544288,0.486708024,5.157775788,3.691748357,nanmu
0.010176812,36.77701533,11.73988397,0.584969974,1.24E-05,2.763139612,0.022810603,0.954562612,0.534524488,5.707448246,4.000358378,nanmu
0.014472975,52.97059901,11.25867202,0.54889088,1.44E-05,3.373075292,0.036757024,1.056032239,0.452484955,3.997951867,3.256520518,nanmu
0.014631875,45.8282255,11.08873786,0.582103927,1.43E-05,3.25823767,0.03401127,0.998847881,0.505490959,4.230007614,3.232908139,nanmu
0.015248349,38.76561922,11.07093631,0.607464065,1.31E-05,3.05172438,0.025974946,0.998181743,0.505339074,5.005517191,3.763257986,nanmu
0.015103915,47.05283348,11.22653611,0.580217932,1.40E-05,3.26316136,0.036146223,1.034768678,0.488231073,4.027108021,3.189652215,nanmu
0.014594044,37.31107716,11.24500338,0.598455398,1.26E-05,3.25751382,0.027049928,0.955996235,0.473534897,5.120845052,3.745657103,nanmu
0.017149119,38.16300325,10.8679308,0.641710561,1.38E-05,3.172930321,0.037170473,0.955875678,0.479663598,4.398462511,3.196845943,nanmu
0.011905224,37.82123834,11.5509185,0.5995415,1.38E-05,3.115179321,0.028982929,0.929796045,0.483961972,5.145102439,3.621395915,nanmu
0.009447066,57.88046008,12.02074944,0.497777258,1.43E-05,3.854786565,0.032446675,1.018342211,0.48093392,4.003854471,3.237443702,nanmu
0.019764404,21.89497923,10.57961426,0.726332219,1.45E-05,0.809144713,0.031100944,2.080426587,0.57195506,4.006514922,3.727966946,castor aralia
0.015549339,34.55613622,11.12181191,0.60567362,1.29E-05,0.789724689,0.031560267,1.897216568,0.524245912,4.611130105,3.860235239,castor aralia
0.015934443,29.75611182,10.94356173,0.636138474,1.42E-05,0.868842452,0.029848793,1.672370568,0.543579752,5.036188102,3.915640395,castor aralia
0.015185469,23.35534561,11.04991758,0.690566495,1.19E-05,0.718793001,0.027875957,2.049041786,0.561460101,4.601219215,3.942793236,castor aralia
0.019041781,31.12951262,10.57802475,0.63839049,1.38E-05,0.928572071,0.035429482,1.685320008,0.480340082,4.720119572,3.830144168,castor aralia
0.015995818,28.11999085,11.00443759,0.661773257,1.31E-05,0.815988802,0.032989239,2.038814255,0.514895665,4.166145873,3.816657302,castor aralia
0.012230451,45.82690364,11.60918934,0.561568832,1.37E-05,0.912069711,0.030628095,1.586045547,0.533848336,5.162991228,3.906081977,castor aralia
